player,nation,position,squad,competition,age,born,90s,shotcreatingactions,shotcreatingaction_per90,sca_livepasses,sca_deadballs,sca_takeons,sca_shots,sca_foulsdrawn,sca_defaction,goalcreatingactions,gca_per90,gca_passlive,gca_deadball,gca_takeons,gca_shots,gca_foulsdrawn,gca_defaction
Łukasz Skorupski,POL,GK,Bologna,Serie A,33,1991,26.3,4,0.15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,Bundesliga,24,1999,5.9,32,5.38,24,4,1,2,1,0,1,0.17,0,1,0,0,0,0
Robert Skov,DEN,"DF,MF",Union Berlin,Bundesliga,28,1996,9.5,37,3.9,20,13,1,2,1,0,5,0.53,4,0,1,0,0,0
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29,1995,4.2,6,1.41,5,0,0,1,0,0,0,0,0,0,0,0,0,0
Steven Skrzybski,GER,"MF,FW",Holstein Kiel,Bundesliga,31,1992,14.7,51,3.47,34,2,2,8,4,1,5,0.34,4,1,0,0,0,0
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Smallbone,IRL,MF,Southampton,Premier League,24,2000,7.7,16,2.09,12,3,0,1,0,0,0,0,0,0,0,0,0,0
Adam Smith,ENG,DF,Bournemouth,Premier League,33,1991,17.7,23,1.3,17,1,1,0,3,1,2,0.11,1,0,0,0,1,0
Eric Smith,SWE,"DF,MF",St. Pauli,Bundesliga,27,1997,31.4,66,2.1,33,27,0,4,1,1,2,0.06,2,0,0,0,0,0
Justin Smith,CAN,MF,Espanyol,La Liga,21,2003,2.3,2,0.86,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0
Emile Smith Rowe,ENG,MF,Fulham,Premier League,24,2000,22.7,73,3.22,57,0,3,8,2,3,12,0.53,10,0,1,0,0,1
Ivan Smolčić,CRO,DF,Como,Serie A,23,2000,7,8,1.14,4,2,0,2,0,0,0,0,0,0,0,0,0,0
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,29,1995,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Sohm,SUI,MF,Parma,Serie A,23,2001,33.2,78,2.35,65,2,5,1,3,2,3,0.09,3,0,0,0,0,0
Alex Sola,ESP,"MF,FW",Getafe,La Liga,25,1999,11.4,26,2.28,17,0,6,0,3,0,2,0.18,2,0,0,0,0,0
Arnau Solà,ESP,MF,Villarreal,La Liga,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Solanke,ENG,FW,Tottenham,Premier League,26,1997,24.5,37,1.51,25,0,0,9,2,1,8,0.33,6,0,0,1,1,0
Ola Solbakken,NOR,"MF,FW",Empoli,Serie A,25,1998,8.4,12,1.42,11,0,1,0,0,0,1,0.12,1,0,0,0,0,0
Carlos Soler,ESP,"MF,FW",West Ham,Premier League,27,1997,15.7,51,3.26,31,9,2,5,3,1,2,0.13,2,0,0,0,0,0
Julio Soler,ARG,"DF,FW",Bournemouth,Premier League,19,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oumar Solet,FRA,DF,Udinese,Serie A,24,2000,18.6,33,1.78,27,1,4,0,0,1,3,0.16,1,0,2,0,0,0
Jhon Solis,COL,MF,Girona,La Liga,19,2004,5.9,6,1.01,5,0,0,1,0,0,0,0,0,0,0,0,0,0
Daniele Sommariva,ITA,GK,Genoa,Serie A,27,1997,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yann Sommer,SUI,GK,Inter,Serie A,35,1988,32,6,0.18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
David Soria,ESP,GK,Getafe,La Liga,31,1993,38,8,0.21,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Juan Soriano,ESP,GK,Leganés,La Liga,26,1997,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borna Sosa,CRO,DF,Torino,Serie A,26,1998,13.1,24,1.83,17,2,2,1,0,2,1,0.08,1,0,0,0,0,0
Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,Premier League,24,1999,3.3,14,4.23,11,0,2,1,0,0,0,0,0,0,0,0,0,0
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,20,2003,13.9,40,2.87,27,12,0,0,0,1,0,0,0,0,0,0,0,0
Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,33,1990,19.9,53,2.66,44,0,4,2,3,0,3,0.15,3,0,0,0,0,0
Riccardo Sottil,ITA,"FW,MF",Fiorentina,Serie A,25,1999,9.3,35,3.78,23,0,5,3,4,0,4,0.43,3,0,0,0,1,0
Riccardo Sottil,ITA,"FW,MF",Milan,Serie A,25,1999,1.4,5,3.6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
Tomáš Souček,CZE,MF,West Ham,Premier League,29,1995,28.5,44,1.54,35,0,0,6,2,1,3,0.11,2,0,0,0,1,0
Matìas Soulé,ARG,"MF,DF",Roma,Serie A,21,2003,19.8,90,4.55,63,17,3,5,2,0,8,0.4,5,1,0,1,1,0
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,25,1999,24.1,35,1.45,27,0,5,1,2,0,3,0.12,3,0,0,0,0,0
Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,23,2000,21.1,52,2.46,36,0,3,5,7,1,9,0.43,6,0,1,1,1,0
Djibril Sow,SUI,MF,Sevilla,La Liga,27,1997,22.9,64,2.79,58,0,0,1,3,2,4,0.17,4,0,0,0,0,0
Saidou Sow,GUI,DF,Strasbourg,Ligue 1,22,2002,11.3,6,0.53,6,0,0,0,0,0,1,0.09,1,0,0,0,0,0
Saidou Sow,GUI,DF,Nantes,Ligue 1,22,2002,8.9,9,1.01,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Djed Spence,ENG,DF,Tottenham,Premier League,23,2000,19.9,29,1.46,23,1,4,1,0,0,5,0.25,3,1,1,0,0,0
Leonardo Spinazzola,ITA,"DF,FW",Napoli,Serie A,31,1993,16.9,47,2.79,38,4,3,1,1,0,3,0.18,3,0,0,0,0,0
Marco Sportiello,ITA,GK,Milan,Serie A,32,1992,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anton Stach,GER,"MF,DF",Hoffenheim,Bundesliga,25,1998,28.7,63,2.19,50,1,4,4,3,1,5,0.17,5,0,0,0,0,0
Jens Stage,DEN,MF,Werder Bremen,Bundesliga,27,1996,24.5,63,2.57,52,0,1,3,4,3,15,0.61,12,0,1,0,1,1
Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,24,2000,9.7,23,2.36,22,0,1,0,0,0,4,0.41,3,0,1,0,0,0
Filip Stankovic,SRB,GK,Venezia,Serie A,22,2002,15.2,1,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Stansfield,ENG,MF,Fulham,Premier League,21,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl Starfelt,SWE,DF,Celta Vigo,La Liga,29,1995,25.2,18,0.71,16,0,0,1,0,1,1,0.04,1,0,0,0,0,0
Niklas Stark,GER,DF,Werder Bremen,Bundesliga,29,1995,23.4,11,0.47,9,1,0,0,1,0,2,0.09,2,0,0,0,0,0
Lucas Stassin,BEL,FW,Saint-Étienne,Ligue 1,19,2004,21,34,1.7,27,0,3,2,2,0,8,0.4,4,0,2,1,1,0
Jason Steele,ENG,GK,Brighton,Premier League,33,1990,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orri Steinn Óskarsson,ISL,FW,Real Sociedad,La Liga,19,2004,10.5,10,0.95,8,0,0,1,1,0,0,0,0,0,0,0,0,0
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,28,1996,3.2,13,4.03,5,5,0,3,0,0,0,0,0,0,0,0,0,0
Jack Stephens,ENG,DF,Southampton,Premier League,30,1994,15.4,13,0.84,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonidas Stergiou,SUI,DF,Stuttgart,Bundesliga,22,2002,9.5,12,1.27,9,1,2,0,0,0,6,0.63,4,0,2,0,0,0
Raheem Sterling,ENG,"FW,MF",Arsenal,Premier League,29,1994,5.5,19,3.43,14,0,3,2,0,0,3,0.54,3,0,0,0,0,0
Enzo Sternal,FRA,"FW,MF",Marseille,Ligue 1,17,2007,0.3,1,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Finley Stevens,WAL,DF,St. Pauli,Bundesliga,21,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross Stewart,SCO,FW,Southampton,Premier League,28,1996,4.3,5,1.16,1,0,1,2,1,0,0,0,0,0,0,0,0,0
Angelo Stiller,GER,MF,Stuttgart,Bundesliga,23,2001,30.5,111,3.64,88,17,2,0,3,1,10,0.33,8,2,0,0,0,0
Kevin Stöger,AUT,MF,Gladbach,Bundesliga,30,1993,17.2,106,6.15,60,30,5,2,9,0,8,0.46,7,1,0,0,0,0
Stoichkov,ESP,"MF,FW",Alavés,La Liga,30,1993,7.8,28,3.6,17,0,2,3,4,2,2,0.26,1,0,0,1,0,0
Petar Stojanović,SVN,MF,Empoli,Serie A,28,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jakub Stolarczyk,POL,GK,Leicester City,Premier League,23,2000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Stones,ENG,"DF,MF",Manchester City,Premier League,30,1994,6.1,8,1.31,8,0,0,0,0,0,2,0.33,2,0,0,0,0,0
Jørgen Strand Larsen,NOR,FW,Wolves,Premier League,24,2000,28.7,42,1.46,33,1,1,3,2,2,6,0.21,6,0,0,0,0,0
Gabriel Strefezza,BRA,"FW,MF",Como,Serie A,27,1997,29.1,111,3.82,76,23,3,3,4,2,4,0.14,4,0,0,0,0,0
Cristhian Stuani,URU,FW,Girona,La Liga,37,1986,12,14,1.17,10,0,1,3,0,0,3,0.25,2,0,0,1,0,0
Álex Suárez,ESP,DF,Las Palmas,La Liga,31,1993,27.3,14,0.51,12,0,0,2,0,0,2,0.07,2,0,0,0,0,0
Denis Suárez,ESP,MF,Villarreal,La Liga,30,1994,6.8,28,4.14,20,6,0,2,0,0,3,0.44,3,0,0,0,0,0
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,26,1997,24,82,3.41,60,18,1,0,2,1,11,0.46,8,2,1,0,0,0
Luka Sučić,CRO,MF,Real Sociedad,La Liga,21,2002,19.9,55,2.76,44,0,3,5,2,1,5,0.25,5,0,0,0,0,0
Yukinari Sugawara,JPN,"DF,MF",Southampton,Premier League,24,2000,17.3,39,2.25,30,5,1,3,0,0,1,0.06,1,0,0,0,0,0
Niklas Süle,GER,DF,Dortmund,Bundesliga,28,1995,11.7,15,1.28,14,0,0,0,1,0,1,0.09,1,0,0,0,0,0
Ibrahim Sulemana,GHA,MF,Atalanta,Serie A,21,2003,3.1,3,0.95,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Kamaldeen Sulemana,GHA,"FW,MF",Southampton,Premier League,22,2002,15.6,30,1.93,15,1,10,3,1,0,3,0.19,1,0,1,1,0,0
Crysencio Summerville,NED,"FW,MF",West Ham,Premier League,22,2001,8.7,35,4.01,21,3,5,0,5,1,1,0.11,1,0,0,0,0,0
Tomáš Suslov,SVK,"MF,FW",Hellas Verona,Serie A,22,2002,23.1,74,3.2,47,12,5,2,6,2,4,0.17,1,1,0,0,1,1
Suso,ESP,"FW,MF",Sevilla,La Liga,30,1993,6.7,45,6.68,25,8,8,3,1,0,3,0.45,2,1,0,0,0,0
Zion Suzuki,JPN,GK,Parma,Serie A,21,2002,36.8,9,0.24,8,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,25,1999,13.5,29,2.14,13,9,1,1,4,1,5,0.37,1,0,1,0,2,1
Daniel Svensson,SWE,"DF,FW",Dortmund,Bundesliga,22,2002,8.7,20,2.3,16,4,0,0,0,0,3,0.35,3,0,0,0,0,0
Marin Šverko,CRO,DF,Venezia,Serie A,26,1998,12.4,13,1.05,9,2,0,0,1,1,1,0.08,0,1,0,0,0,0
Mile Svilar,SRB,GK,Roma,Serie A,24,1999,38,6,0.16,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael Svoboda,AUT,DF,Venezia,Serie A,25,1998,14.6,16,1.1,14,1,1,0,0,0,0,0,0,0,0,0,0,0
Williot Swedberg,SWE,"FW,MF",Celta Vigo,La Liga,20,2004,15,36,2.4,24,0,3,8,1,0,8,0.53,6,0,1,1,0,0
Abakar Sylla,CIV,DF,Strasbourg,Ligue 1,21,2002,10.6,4,0.38,3,0,0,1,0,0,1,0.09,0,0,0,1,0,0
Issiaga Sylla,GUI,DF,Montpellier,Ligue 1,30,1994,12.8,20,1.62,12,6,1,1,0,0,2,0.16,0,2,0,0,0,0
Mamadou Sylla,SEN,"FW,MF",Valladolid,La Liga,30,1994,17.6,22,1.25,16,0,1,1,4,0,5,0.28,2,0,1,0,2,0
Wojciech Szczęsny,POL,GK,Barcelona,La Liga,34,1990,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammie Szmodics,IRL,"FW,MF",Ipswich Town,Premier League,28,1995,11,10,0.91,8,0,1,1,0,0,0,0,0,0,0,0,0,0
Dominik Szoboszlai,HUN,MF,Liverpool,Premier League,23,2000,27.7,119,4.3,90,7,5,13,3,1,16,0.58,12,1,0,3,0,0
Alexander Sørloth,NOR,FW,Atlético Madrid,La Liga,28,1995,17.4,30,1.73,19,0,4,5,2,0,5,0.29,2,0,2,1,0,0
Musa Al-Taamari,JOR,"FW,MF",Montpellier,Ligue 1,27,1997,12.4,35,2.82,21,0,5,4,5,0,5,0.4,2,0,1,1,1,0
Musa Al-Taamari,JOR,"FW,MF",Rennes,Ligue 1,27,1997,6.3,22,3.5,16,0,2,1,2,1,1,0.16,1,0,0,0,0,0
Haris Tabakovic,BIH,FW,Hoffenheim,Bundesliga,30,1994,9.1,16,1.76,12,0,0,4,0,0,3,0.33,2,0,0,1,0,0
Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,31,1992,21.1,28,1.32,24,0,0,2,2,0,6,0.28,3,0,0,1,2,0
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,28,1996,33,30,0.91,25,0,2,2,1,0,5,0.15,4,0,0,1,0,0
Adrien Tameze,CMR,"MF,DF",Torino,Serie A,30,1994,7.2,8,1.11,6,0,1,1,0,0,0,0,0,0,0,0,0,0
Axel Tapé,FRA,"DF,MF",Paris S-G,Ligue 1,16,2007,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Renato Tapia,PER,"MF,DF",Leganés,La Liga,29,1995,26.9,24,0.89,19,2,1,0,1,1,4,0.15,4,0,0,0,0,0
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,25,1999,27.9,34,1.22,29,1,1,2,1,0,6,0.22,6,0,0,0,0,0
Florian Tardieu,FRA,MF,Saint-Étienne,Ligue 1,32,1992,13.9,45,3.48,39,2,0,1,2,1,5,0.39,4,1,0,0,0,0
Mehdi Taremi,IRN,FW,Inter,Serie A,32,1992,9,33,3.64,25,0,1,3,4,0,4,0.44,2,0,0,1,1,0
Matt Targett,ENG,DF,Newcastle Utd,Premier League,28,1995,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oussama Targhalline,MAR,MF,Le Havre,Ligue 1,22,2002,11,20,1.82,18,1,0,0,0,1,2,0.18,2,0,0,0,0,0
James Tarkowski,ENG,DF,Everton,Premier League,31,1992,32.5,38,1.17,32,2,0,4,0,0,4,0.12,4,0,0,0,0,0
César Tárrega,ESP,DF,Valencia,La Liga,22,2002,33.6,10,0.3,9,0,0,1,0,0,0,0,0,0,0,0,0,0
Nuno Tavares,POR,DF,Lazio,Serie A,24,2000,18.7,63,3.37,49,3,7,2,2,0,11,0.59,7,1,2,0,1,0
Marcus Tavernier,ENG,"FW,MF",Bournemouth,Premier League,25,1999,21.5,98,4.55,68,12,3,10,5,0,11,0.51,5,3,0,2,1,0
Charlie Taylor,ENG,DF,Southampton,Premier League,30,1993,4,2,0.51,2,0,0,0,0,0,1,0.25,1,0,0,0,0,0
Jack Taylor,IRL,MF,Ipswich Town,Premier League,26,1998,9.6,22,2.3,15,1,2,2,0,2,2,0.21,2,0,0,0,0,0
Loum Tchaouna,FRA,"FW,MF",Lazio,Serie A,20,2003,7.3,25,3.4,20,1,0,2,0,2,6,0.82,5,0,0,1,0,0
Jackson Tchatchoua,CMR,"DF,MF",Hellas Verona,Serie A,22,2001,35.2,60,1.71,53,3,1,2,0,1,3,0.09,3,0,0,0,0,0
Enzo Tchato,CMR,DF,Montpellier,Ligue 1,21,2002,21.1,33,1.56,27,5,1,0,0,0,0,0,0,0,0,0,0,0
Aurélien Tchouaméni,FRA,"DF,MF",Real Madrid,La Liga,24,2000,29.9,34,1.14,33,1,0,0,0,0,0,0,0,0,0,0,0,0
Álvaro Tejero,ESP,"MF,DF",Espanyol,La Liga,28,1996,13.8,55,4,28,23,1,1,1,1,9,0.65,4,3,1,1,0,0
Martín Tejón,ESP,"MF,DF",Valencia,La Liga,20,2004,0.5,1,1.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathys Tel,FRA,FW,Tottenham,Premier League,19,2005,10.1,28,2.77,18,1,3,2,4,0,2,0.2,1,0,0,0,1,0
Mathys Tel,FRA,"FW,MF",Bayern Munich,Bundesliga,19,2005,2.8,4,1.41,3,1,0,0,0,0,2,0.7,2,0,0,0,0,0
Nathan Tella,NGA,"MF,FW",Leverkusen,Bundesliga,25,1999,15.1,32,2.12,23,0,3,4,2,0,7,0.46,6,0,1,0,0,0
Nahuel Tenaglia,ARG,DF,Alavés,La Liga,28,1996,32.5,51,1.57,28,10,2,2,8,1,4,0.12,1,0,0,0,3,0
Arnau Tenas,ESP,GK,Paris S-G,Ligue 1,23,2001,1,2,2,2,0,0,0,0,0,1,1,1,0,0,0,0,0
Casper Tengstedt,DEN,FW,Hellas Verona,Serie A,24,2000,16.9,24,1.42,17,0,1,4,2,0,3,0.18,2,0,0,1,0,0
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,32,1992,7.5,1,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Filippo Terracciano,ITA,"DF,MF",Milan,Serie A,21,2003,6,4,0.67,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,34,1990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramón Terrats,ESP,"MF,FW",Villarreal,La Liga,23,2000,1.5,4,2.73,2,0,0,1,1,0,0,0,0,0,0,0,0,0
Ramón Terrats,ESP,"MF,FW",Getafe,La Liga,23,2000,13.5,32,2.36,23,4,1,1,2,1,2,0.15,2,0,0,0,0,0
Martin Terrier,FRA,"MF,FW",Leverkusen,Bundesliga,27,1997,6.5,21,3.24,16,1,0,2,2,0,3,0.46,3,0,0,0,0,0
Tanner Tessmann,USA,MF,Lyon,Ligue 1,22,2001,13.7,18,1.31,10,2,2,1,2,1,1,0.07,0,0,0,0,1,0
Kenny Tete,NED,DF,Fulham,Premier League,28,1995,19.7,36,1.83,28,0,2,3,2,1,4,0.2,4,0,0,0,0,0
Teddy Teuma,MLT,MF,Reims,Ligue 1,30,1993,8.3,28,3.36,21,3,1,2,1,0,0,0,0,0,0,0,0,0
Jordan Teze,NED,DF,Monaco,Ligue 1,24,1999,6.3,19,3.01,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Florian Thauvin,FRA,"FW,MF",Udinese,Serie A,31,1993,21.7,93,4.28,63,13,5,8,3,1,9,0.41,4,1,0,4,0,0
Arthur Theate,BEL,DF,Eint Frankfurt,Bundesliga,24,2000,30,47,1.56,35,1,0,6,3,2,7,0.23,6,0,0,1,0,0
Norman Theuerkauf,GER,MF,Heidenheim,Bundesliga,37,1987,0.2,1,4.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiago,BRA,"FW,MF",Brentford,Premier League,23,2001,1.9,3,1.55,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Malick Thiaw,GER,DF,Milan,Serie A,22,2001,20.1,21,1.05,19,0,0,2,0,0,1,0.05,1,0,0,0,0,0
Denis Thomalla,GER,MF,Heidenheim,Bundesliga,31,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Thomas,ENG,DF,Leicester City,Premier League,23,2001,12.3,16,1.3,12,3,0,0,0,1,1,0.08,1,0,0,0,0,0
Sorba Thomas,WAL,"FW,MF",Nantes,Ligue 1,24,1999,14.7,54,3.68,36,16,0,1,1,0,6,0.41,6,0,0,0,0,0
Adrien Thomasson,FRA,MF,Lens,Ligue 1,30,1993,29.1,109,3.75,85,9,0,8,3,4,11,0.38,8,0,0,3,0,0
Morten Thorsby,NOR,"MF,FW",Genoa,Serie A,28,1996,21.1,55,2.61,48,0,0,4,2,1,2,0.09,2,0,0,0,0,0
Khéphren Thuram,FRA,MF,Juventus,Serie A,23,2001,25.8,56,2.17,47,0,2,4,2,1,10,0.39,9,0,0,1,0,0
Marcus Thuram,FRA,FW,Inter,Serie A,26,1997,24.4,90,3.54,66,0,7,7,9,1,16,0.63,10,0,2,1,3,0
Cheikh Tidiane Niasse,SEN,MF,Hellas Verona,Serie A,24,2000,8.4,12,1.43,10,0,0,0,1,1,0,0,0,0,0,0,0,0
Youri Tielemans,BEL,MF,Aston Villa,Premier League,27,1997,33.6,122,3.63,79,31,3,6,2,1,12,0.36,9,3,0,0,0,0
Kieran Tierney,SCO,"DF,FW",Arsenal,Premier League,27,1997,2.9,10,3.47,9,1,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Tietz,GER,FW,Augsburg,Bundesliga,27,1997,18.7,48,2.56,35,1,3,7,2,0,5,0.27,2,0,1,2,0,0
Jurriën Timber,NED,DF,Arsenal,Premier League,23,2001,26.9,52,1.94,46,1,3,0,1,1,9,0.34,8,0,1,0,0,0
Jean-Clair Todibo,FRA,DF,West Ham,Premier League,24,1999,20.3,5,0.25,4,0,0,0,0,1,0,0,0,0,0,0,0,0
Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,28,1995,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Umut Tohumcu,GER,"MF,FW",Hoffenheim,Bundesliga,19,2004,4.2,6,1.44,2,2,0,1,1,0,1,0.24,1,0,0,0,0,0
Corentin Tolisso,FRA,MF,Lyon,Ligue 1,29,1994,25.9,81,3.13,74,0,1,5,1,0,15,0.58,14,0,0,1,0,0
John Tolkin,USA,"DF,MF",Holstein Kiel,Bundesliga,22,2002,8.2,20,2.44,11,8,0,0,1,0,2,0.24,0,2,0,0,0,0
Rafael Tolói,ITA,DF,Atalanta,Serie A,33,1990,5.2,7,1.35,5,0,0,0,1,1,0,0,0,0,0,0,0,0
Raúl de Tomás,ESP,"DF,FW",Rayo Vallecano,La Liga,29,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiago Tomás,POR,"FW,MF",Wolfsburg,Bundesliga,22,2002,20.9,55,2.63,33,0,7,8,6,1,8,0.38,4,0,1,2,1,0
Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,25,1998,0.1,1,12.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fikayo Tomori,ENG,DF,Milan,Serie A,26,1997,17.7,22,1.24,18,0,0,0,0,4,3,0.17,3,0,0,0,0,0
Sandro Tonali,ITA,MF,Newcastle Utd,Premier League,24,2000,29.2,78,2.67,50,10,3,6,6,3,9,0.31,8,1,0,0,0,0
Luka Topalović,SVN,MF,Inter,Serie A,18,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Torre,ESP,"MF,FW",Barcelona,La Liga,21,2003,3.4,18,5.24,14,2,0,0,1,1,3,0.87,3,0,0,0,0,0
David Torres,ESP,DF,Valladolid,La Liga,21,2003,15.4,3,0.19,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferrán Torres,ESP,"FW,MF",Barcelona,La Liga,24,2000,12.3,38,3.09,26,2,4,2,3,1,7,0.57,6,0,1,0,0,0
Pau Torres,ESP,DF,Aston Villa,Premier League,27,1997,22.4,14,0.62,11,0,0,3,0,0,2,0.09,1,0,0,1,0,0
Lucas Torró,ESP,MF,Osasuna,La Liga,30,1994,32.9,38,1.16,31,0,0,5,1,1,3,0.09,3,0,0,0,0,0
Lorenzo Tosto,ITA,DF,Empoli,Serie A,18,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdoulaye Touré,GUI,MF,Le Havre,Ligue 1,30,1994,25.8,49,1.9,35,0,1,5,7,1,5,0.19,3,0,0,1,1,0
Bazoumana Touré,CIV,"FW,MF",Hoffenheim,Bundesliga,18,2006,6.8,25,3.7,17,0,3,3,1,1,4,0.59,3,0,0,0,0,1
Birama Touré,MLI,"MF,DF",Montpellier,Ligue 1,32,1992,3.3,6,1.79,5,0,0,0,0,1,0,0,0,0,0,0,0,0
Ousmane Toure,FRA,DF,Lille,Ligue 1,19,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Souleymane Touré,FRA,DF,Udinese,Serie A,21,2003,8.1,8,0.98,6,0,0,1,0,1,0,0,0,0,0,0,0,0
Lucas Tousart,FRA,MF,Union Berlin,Bundesliga,27,1997,6.2,12,1.93,8,0,0,2,1,1,2,0.32,1,0,0,1,0,0
Conor Townsend,ENG,DF,Ipswich Town,Premier League,31,1993,3.7,5,1.34,4,1,0,0,0,0,1,0.27,1,0,0,0,0,0
Adama Traoré,ESP,"FW,MF",Fulham,Premier League,28,1996,19.7,82,4.16,66,0,9,4,1,2,10,0.51,9,0,1,0,0,0
Boubacar Traoré,MLI,MF,Wolves,Premier League,22,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamari Traoré,MLI,DF,Real Sociedad,La Liga,32,1992,7.8,13,1.67,11,1,1,0,0,0,2,0.26,1,1,0,0,0,0
Omar Traoré,GER,DF,Heidenheim,Bundesliga,26,1998,29.1,54,1.86,42,3,4,2,3,0,2,0.07,2,0,0,0,0,0
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,34,1990,25.5,1,0.04,1,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Mark Travers,IRL,GK,Bournemouth,Premier League,25,1999,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Óscar Trejo,ARG,MF,Rayo Vallecano,La Liga,36,1988,5.5,18,3.27,15,0,0,2,1,0,1,0.18,1,0,0,0,0,0
Philipp Treu,GER,"MF,DF",St. Pauli,Bundesliga,23,2000,32,69,2.16,50,5,5,4,4,1,5,0.16,3,1,1,0,0,0
Ryan Trevitt,ENG,MF,Brentford,Premier League,21,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Trimmel,AUT,"DF,MF",Union Berlin,Bundesliga,37,1987,19.3,57,2.94,30,25,0,1,1,0,6,0.31,3,3,0,0,0,0
Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,33,1990,14.5,54,3.71,32,20,0,2,0,0,6,0.41,4,2,0,0,0,0
Leandro Trossard,BEL,FW,Arsenal,Premier League,29,1994,28.3,93,3.29,72,2,7,6,4,2,8,0.28,8,0,0,0,0,0
Adrien Truffert,FRA,"DF,MF",Rennes,Ligue 1,22,2001,30.6,76,2.49,53,12,2,5,3,1,8,0.26,6,0,1,1,0,0
Kostas Tsimikas,GRE,DF,Liverpool,Premier League,28,1996,9.3,31,3.33,21,9,0,0,1,0,2,0.21,1,1,0,0,0,0
