player,nation,position,squad,competition,age,born,matches_played,starts,min,90s,goals,assists,g+a,npg,pk,pk_att,yellowcards,redcards,xg,npxg,xag,npxg+xag,progressive_carries,progressive_passes,progressivepassses_rec,goals_per90,assist_per90,g+a_per90,npg_per90,npg+ass_per90,xg_per90,xag_per90,xg+xag_per90,npxg_per90,npxg+xag_per90
Nicolò Savona,ITA,DF,Juventus,Serie A,21,2003,28,19,1724,19.2,2,1,3,2,0,0,5,0,0.5,0.5,1.2,1.7,35,59,44,0.1,0.05,0.16,0.1,0.16,0.02,0.06,0.09,0.02,0.09
Saba Sazonov,GEO,DF,Torino,Serie A,22,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Scally,USA,DF,Gladbach,Bundesliga,21,2002,32,30,2578,28.6,0,0,0,0,0,0,6,0,0.4,0.4,1.1,1.5,52,68,69,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,20,2003,6,4,272,3,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,5,20,7,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Gianluca Scamacca,ITA,FW,Atalanta,Serie A,25,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,1.29,0,1.29,1.29,1.29
Oliver Scarles,ENG,"DF,FW",West Ham,Premier League,18,2005,15,7,665,7.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,12,22,44,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03
Dane Scarlett,ENG,"FW,MF",Tottenham,Premier League,20,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0,0,0,0.1,1,1,1,0,2.65,2.65,0,2.65,0.09,0.12,0.22,0.09,0.22
Kevin Schade,GER,FW,Brentford,Premier League,22,2001,38,26,2293,25.5,11,2,13,11,0,0,3,0,8.2,8.2,3.7,11.9,61,38,165,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25,1999,26,17,1534,17,1,1,2,1,0,0,3,0,0.6,0.6,0.9,1.5,23,55,42,0.06,0.06,0.12,0.06,0.12,0.04,0.05,0.09,0.04,0.09
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32,1991,34,33,2934,32.6,4,0,4,4,0,0,9,1,3.7,3.7,0.4,4.1,18,118,22,0.12,0,0.12,0.12,0.12,0.11,0.01,0.13,0.11,0.13
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28,1996,31,19,1684,18.7,21,0,21,20,1,1,4,0,12.7,11.9,0.6,12.5,7,21,107,1.12,0,1.12,1.07,1.07,0.68,0.03,0.71,0.63,0.67
Stefan Schimmer,GER,"FW,MF",Heidenheim,Bundesliga,30,1994,13,0,247,2.7,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.3,0,3,15,0,0,0,0,0,0.39,0.09,0.48,0.39,0.48
Joël Schingtienne,BEL,DF,Venezia,Serie A,21,2002,16,12,1122,12.5,0,0,0,0,0,0,2,0,0,0,0.1,0.1,5,28,4,0,0,0,0,0,0,0.01,0.01,0,0.01
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,26,1997,4,2,181,2,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,5,6,2,0,0,0,0,0,0.03,0.35,0.38,0.03,0.38
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27,1997,18,15,1297,14.4,3,1,4,3,0,0,4,1,0.8,0.8,0.6,1.4,3,59,2,0.21,0.07,0.28,0.21,0.28,0.05,0.04,0.1,0.05,0.1
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24,1999,23,23,1982,22,0,4,4,0,0,0,7,2,1.3,1.3,2.1,3.4,37,195,14,0,0.18,0.18,0,0.18,0.06,0.09,0.15,0.06,0.15
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0,0,0,0,0,0.14,0.14,0.28,0.14,0.28
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24,2000,32,32,2834,31.5,5,4,9,4,1,1,4,0,4.3,3.5,6.2,9.7,107,279,201,0.16,0.13,0.29,0.13,0.25,0.14,0.2,0.33,0.11,0.31
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26,1998,9,2,205,2.3,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,23,1,0,0.44,0.44,0,0.44,0.03,0.31,0.34,0.03,0.34
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25,1999,33,32,2681,29.8,4,3,7,4,0,0,8,0,3.9,3.9,3.4,7.3,35,107,48,0.13,0.1,0.23,0.13,0.23,0.13,0.12,0.25,0.13,0.25
Marvin Schulz,GER,"MF,DF",Holstein Kiel,Bundesliga,29,1995,12,3,306,3.4,0,0,0,0,0,0,3,0,0,0,0.7,0.7,5,11,2,0,0,0,0,0,0.01,0.19,0.2,0.01,0.2
Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,32,1992,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,25,1998,25,13,1153,12.8,3,3,6,3,0,0,1,0,2,2,3.7,5.8,70,30,90,0.23,0.23,0.47,0.23,0.47,0.16,0.29,0.45,0.16,0.45
Alex Scott,ENG,MF,Bournemouth,Premier League,20,2003,20,8,755,8.4,0,0,0,0,0,0,3,0,0.7,0.7,0.9,1.6,15,52,33,0,0,0,0,0,0.09,0.11,0.19,0.09,0.19
Simone Scuffet,ITA,GK,Cagliari,Serie A,28,1996,13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simone Scuffet,ITA,GK,Napoli,Serie A,28,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21,2003,13,1,190,2.1,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,6,3,10,0,0,0,0,0,0.35,0.01,0.35,0.35,0.35
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32,1991,9,7,594,6.6,0,0,0,0,0,0,1,1,0,0,0,0,2,12,1,0,0,0,0,0,0,0,0,0,0
Jacopo Seghetti,ITA,GK,Empoli,Serie A,19,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24,2000,11,10,803,8.9,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,23,41,17,0,0,0,0,0,0.01,0.03,0.05,0.01,0.05
Nicolas Seiwald,AUT,"MF,DF",RB Leipzig,Bundesliga,23,2001,30,20,2084,23.2,0,0,0,0,0,0,2,0,0.2,0.2,1.7,2,17,140,30,0,0,0,0,0,0.01,0.08,0.08,0.01,0.08
Hiroki Sekine,JPN,DF,Reims,Ligue 1,21,2002,15,9,887,9.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.4,22,39,40,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32,1992,38,38,3420,38,0,0,0,0,0,0,4,0,0,0,0.4,0.4,1,2,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Nélson Semedo,POR,DF,Wolves,Premier League,30,1993,34,32,2886,32.1,0,4,4,0,0,0,8,0,0.9,0.9,2.8,3.7,67,80,119,0,0.12,0.12,0,0.12,0.03,0.09,0.12,0.03,0.12
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24,2000,37,36,3203,35.6,11,5,16,11,0,0,9,0,10,10,5.8,15.8,140,109,282,0.31,0.14,0.45,0.31,0.45,0.28,0.16,0.44,0.28,0.44
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23,2001,10,1,227,2.5,0,0,0,0,0,0,3,0,0,0,0.1,0.1,1,5,2,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27,1997,17,13,1106,12.3,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.1,12,62,7,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09
Stefano Sensi,ITA,MF,Monza,Serie A,28,1995,12,2,274,3,1,0,1,0,1,1,0,0,0.9,0.2,0.2,0.4,4,38,8,0.33,0,0.33,0,0,0.31,0.07,0.38,0.05,0.12
Suat Serdar,GER,MF,Hellas Verona,Serie A,27,1997,22,16,1376,15.3,2,1,3,2,0,0,4,1,1.9,1.9,1,2.9,18,56,35,0.13,0.07,0.2,0.13,0.2,0.13,0.06,0.19,0.13,0.19
Sergi,ESP,DF,Leganés,La Liga,32,1992,36,33,2957,32.9,2,0,2,2,0,0,2,1,1.5,1.5,0.4,1.9,3,77,2,0.06,0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06
Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,4,18,0,0,0,0,0,0.13,0.02,0.15,0.13,0.15
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21,2003,33,30,2380,26.4,13,5,18,11,2,2,2,1,10,8.4,2.1,10.5,47,46,141,0.49,0.19,0.68,0.42,0.61,0.38,0.08,0.46,0.32,0.4
Ryan Sessegnon,ENG,"FW,DF",Fulham,Premier League,24,2000,16,7,580,6.4,4,2,6,4,0,0,1,0,1.6,1.6,1.1,2.7,18,22,59,0.62,0.31,0.93,0.62,0.93,0.25,0.17,0.42,0.25,0.42
Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,31,1992,31,12,1098,12.2,3,4,7,3,0,0,2,0,2.7,2.7,1.2,3.9,42,49,77,0.25,0.33,0.57,0.25,0.57,0.22,0.1,0.32,0.22,0.32
Luke Shaw,ENG,DF,Manchester Utd,Premier League,29,1995,7,4,349,3.9,0,0,0,0,0,0,1,0,0,0,0.7,0.7,7,24,7,0,0,0,0,0,0.01,0.18,0.19,0.01,0.19
Alen Sherri,ALB,GK,Cagliari,Serie A,26,1997,7,7,621,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldor Shomurodov,UZB,"FW,MF",Roma,Serie A,29,1995,27,11,1097,12.2,4,4,8,4,0,0,1,0,4.7,4.7,1.3,6.1,19,21,62,0.33,0.33,0.66,0.33,0.66,0.39,0.11,0.5,0.39,0.5
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32,1992,28,24,2101,23.3,0,3,3,0,0,0,1,0,0.4,0.4,2.9,3.3,16,121,50,0,0.13,0.13,0,0.13,0.02,0.13,0.14,0.02,0.14
Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,21,2003,27,5,762,8.5,2,2,4,2,0,0,2,0,2.8,2.8,1.1,3.9,28,18,64,0.24,0.24,0.47,0.24,0.47,0.33,0.13,0.47,0.33,0.47
Benjamin Siegrist,SUI,GK,Genoa,Serie A,32,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,28,1995,29,27,2402,26.7,5,1,6,3,2,2,4,0,4.2,2.7,3.6,6.3,15,147,27,0.19,0.04,0.22,0.11,0.15,0.16,0.14,0.29,0.1,0.24
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24,2000,16,14,1182,13.1,0,0,0,0,0,0,4,0,0.6,0.6,0.5,1.1,8,31,12,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08
Zain Silcott-Duberry,MSR,FW,Bournemouth,Premier League,19,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,22,2002,21,8,801,8.9,2,0,2,2,0,0,2,0,0.5,0.5,0.7,1.1,11,29,34,0.22,0,0.22,0.22,0.22,0.05,0.07,0.13,0.05,0.13
André Silva,POR,FW,Werder Bremen,Bundesliga,28,1995,7,4,375,4.2,1,0,1,0,1,2,1,0,2.6,1,0.4,1.4,6,10,28,0.24,0,0.24,0,0,0.62,0.09,0.71,0.24,0.33
André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,28,1995,8,0,132,1.5,1,2,3,0,1,1,0,0,1.3,0.5,0.6,1.1,6,4,11,0.68,1.36,2.05,0,1.36,0.9,0.38,1.28,0.36,0.74
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,29,1994,33,29,2670,29.7,4,4,8,4,0,0,7,0,3.9,3.9,5.1,9,101,134,200,0.13,0.13,0.27,0.13,0.27,0.13,0.17,0.3,0.13,0.3
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27,1997,27,21,1929,21.4,0,6,6,0,0,0,3,0,0.2,0.2,5,5.2,57,102,142,0,0.28,0.28,0,0.28,0.01,0.24,0.24,0.01,0.24
Fábio Silva,POR,FW,Las Palmas,La Liga,22,2002,24,22,1866,20.7,10,3,13,8,2,3,7,0,8.8,6.4,2,8.4,30,26,119,0.48,0.14,0.63,0.39,0.53,0.42,0.1,0.52,0.31,0.41
Jota Silva,POR,"FW,MF",Nott'ham Forest,Premier League,24,1999,31,5,854,9.5,3,1,4,3,0,0,5,0,2.1,2.1,2.9,5,21,18,59,0.32,0.11,0.42,0.32,0.42,0.22,0.3,0.53,0.22,0.53
Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,Premier League,18,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Rui Silva,POR,GK,Betis,La Liga,30,1994,15,15,1350,15,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Marco Silvestri,ITA,GK,Empoli,Serie A,33,1991,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23,2001,27,14,1238,13.8,7,2,9,7,0,0,2,0,5.9,5.9,1,6.9,36,24,92,0.51,0.15,0.65,0.51,0.65,0.43,0.07,0.5,0.43,0.5
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0.3,0.3,3,7,4,0,0,0,0,0,0,0.46,0.46,0,0.46
Giovanni Simeone,ARG,FW,Napoli,Serie A,29,1995,30,1,419,4.7,1,1,2,1,0,0,1,0,2.6,2.6,0.8,3.4,11,7,30,0.21,0.21,0.43,0.21,0.43,0.56,0.17,0.73,0.56,0.73
Giuliano Simeone,ARG,MF,Atlético Madrid,La Liga,21,2002,33,26,1926,21.4,2,6,8,2,0,0,4,0,2.2,2.2,5.2,7.4,69,49,189,0.09,0.28,0.37,0.09,0.37,0.1,0.24,0.35,0.1,0.35
Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,29,1995,32,31,2609,29,8,10,18,4,4,4,2,0,5.8,2.7,6.7,9.4,147,59,222,0.28,0.34,0.62,0.14,0.48,0.2,0.23,0.43,0.09,0.32
Unai Simón,ESP,GK,Athletic Club,La Liga,27,1997,21,21,1890,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21,2003,25,25,2150,23.9,10,6,16,10,0,0,5,0,5.1,5.1,6.3,11.4,85,140,185,0.42,0.25,0.67,0.42,0.67,0.21,0.26,0.48,0.21,0.48
Jahmai Simpson-Pusey,ENG,DF,Manchester City,Premier League,18,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27,1997,26,14,1250,13.9,2,2,4,2,0,0,3,0,1.7,1.7,3,4.6,16,60,64,0.14,0.14,0.29,0.14,0.29,0.12,0.21,0.33,0.12,0.33
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24,1999,34,25,2299,25.5,5,8,13,4,1,1,5,0,6.5,5.7,5.5,11.3,53,62,193,0.2,0.31,0.51,0.16,0.47,0.25,0.22,0.47,0.22,0.44
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23,2000,27,23,2096,23.3,1,2,3,1,0,0,4,0,1.9,1.9,1.5,3.4,35,118,27,0.04,0.09,0.13,0.04,0.13,0.08,0.06,0.14,0.08,0.14
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25,1999,12,1,236,2.6,1,1,2,1,0,0,0,0,1.2,1.2,1.4,2.6,19,6,38,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1,0.46,1
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29,1995,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0,0,0.02,0.02,0,0.02
Tobias Sippel,GER,GK,Gladbach,Bundesliga,36,1988,1,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,28,1995,13,6,614,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0,0.2,10,43,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02
Ayanda Sishuba,BEL,FW,Rennes,Ligue 1,19,2005,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28,1995,20,8,819,9.1,3,1,4,2,1,1,1,0,4.3,3.5,0.6,4.1,14,12,36,0.33,0.11,0.44,0.22,0.33,0.48,0.06,0.54,0.39,0.45
Ibrahima Sissoko,MLI,MF,Bochum,Bundesliga,26,1997,32,30,2610,29,2,1,3,2,0,0,11,1,1.7,1.7,1.6,3.3,35,105,69,0.07,0.03,0.1,0.07,0.1,0.06,0.05,0.11,0.06,0.11
Niama Sissoko,MLI,"FW,MF",Reims,Ligue 1,18,2005,4,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,1,1,2,0,0,0,0,0,0.54,0,0.54,0.54,0.54
Antonio Sivera,ESP,GK,Alavés,La Liga,27,1996,32,32,2810,31.2,0,0,0,0,0,0,6,1,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,27,1996,33,11,1164,12.9,0,2,2,0,0,0,1,0,2.1,2.1,1.2,3.3,26,25,96,0,0.15,0.15,0,0.15,0.16,0.09,0.25,0.16,0.25
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29,1995,30,26,2231,24.8,1,2,3,1,0,0,6,0,1.4,1.4,1.4,2.8,17,105,27,0.04,0.08,0.12,0.04,0.12,0.06,0.06,0.11,0.06,0.11
Oliver Skipp,ENG,MF,Leicester City,Premier League,23,2000,24,10,1129,12.5,0,0,0,0,0,0,8,0,0.4,0.4,0.3,0.6,16,35,19,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24,1999,16,14,1227,13.6,1,0,1,1,0,0,4,0,0.7,0.7,0.2,0.9,3,50,1,0.07,0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07
Leo Skiri Østigård,NOR,DF,Hoffenheim,Bundesliga,24,1999,11,11,927,10.3,0,0,0,0,0,0,0,1,0.3,0.3,0.1,0.4,0,51,1,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04
Łukasz Skorupski,POL,GK,Bologna,Serie A,33,1991,27,27,2364,26.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,Bundesliga,24,1999,12,4,535,5.9,1,1,2,1,0,0,0,0,0.8,0.8,1.9,2.7,22,22,48,0.17,0.17,0.34,0.17,0.34,0.14,0.32,0.46,0.14,0.46
Robert Skov,DEN,"DF,MF",Union Berlin,Bundesliga,28,1996,15,11,852,9.5,2,2,4,1,1,1,1,0,1.7,0.9,2.4,3.3,25,36,45,0.21,0.21,0.42,0.11,0.32,0.18,0.25,0.43,0.1,0.35
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29,1995,5,4,382,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,20,0,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06
Steven Skrzybski,GER,"MF,FW",Holstein Kiel,Bundesliga,31,1992,24,15,1323,14.7,6,3,9,5,1,1,0,0,3.5,2.7,2.9,5.6,17,64,71,0.41,0.2,0.61,0.34,0.54,0.24,0.2,0.44,0.19,0.38
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Smallbone,IRL,MF,Southampton,Premier League,24,2000,18,6,690,7.7,1,0,1,1,0,0,1,0,0.6,0.6,0.7,1.3,5,27,25,0.13,0,0.13,0.13,0.13,0.07,0.1,0.17,0.07,0.17
Adam Smith,ENG,DF,Bournemouth,Premier League,33,1991,25,19,1590,17.7,0,0,0,0,0,0,7,0,0.7,0.7,0.4,1.1,15,49,34,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06
Eric Smith,SWE,"DF,MF",St. Pauli,Bundesliga,27,1997,32,32,2827,31.4,1,1,2,1,0,0,7,0,1.4,1.4,1.5,2.9,16,118,11,0.03,0.03,0.06,0.03,0.06,0.05,0.05,0.09,0.05,0.09
Justin Smith,CAN,MF,Espanyol,La Liga,21,2003,5,3,209,2.3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0.02,0.02,0,0.02
Emile Smith Rowe,ENG,MF,Fulham,Premier League,24,2000,34,25,2043,22.7,6,3,9,6,0,0,3,0,4.5,4.5,1.4,6,53,126,127,0.26,0.13,0.4,0.26,0.4,0.2,0.06,0.26,0.2,0.26
Ivan Smolčić,CRO,DF,Como,Serie A,23,2000,9,7,630,7,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.6,3,23,9,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,29,1995,10,0,95,1.1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
Simon Sohm,SUI,MF,Parma,Serie A,23,2001,37,36,2989,33.2,4,0,4,4,0,0,6,0,3.1,3.1,2.1,5.2,69,140,67,0.12,0,0.12,0.12,0.12,0.09,0.06,0.16,0.09,0.16
Alex Sola,ESP,"MF,FW",Getafe,La Liga,25,1999,19,13,1029,11.4,0,1,1,0,0,0,4,0,1,1,0.7,1.6,24,23,61,0,0.09,0.09,0,0.09,0.08,0.06,0.14,0.08,0.14
Arnau Solà,ESP,MF,Villarreal,La Liga,21,2003,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Solanke,ENG,FW,Tottenham,Premier League,26,1997,27,25,2201,24.5,9,3,12,8,1,1,0,0,10.9,10.1,2.9,13.1,31,47,88,0.37,0.12,0.49,0.33,0.45,0.45,0.12,0.57,0.41,0.54
Ola Solbakken,NOR,"MF,FW",Empoli,Serie A,25,1998,21,8,760,8.4,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,18,20,32,0,0,0,0,0,0.09,0.05,0.14,0.09,0.14
Carlos Soler,ESP,"MF,FW",West Ham,Premier League,27,1997,31,14,1409,15.7,1,1,2,1,0,0,6,0,1.8,1.8,1.4,3.2,17,56,37,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21
Julio Soler,ARG,"DF,FW",Bournemouth,Premier League,19,2005,3,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Oumar Solet,FRA,DF,Udinese,Serie A,24,2000,19,19,1672,18.6,1,2,3,1,0,0,3,1,0.8,0.8,1.2,2,20,65,6,0.05,0.11,0.16,0.05,0.16,0.04,0.07,0.11,0.04,0.11
Jhon Solis,COL,MF,Girona,La Liga,19,2004,19,3,535,5.9,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.7,9,29,15,0.17,0,0.17,0.17,0.17,0.11,0.01,0.12,0.11,0.12
Daniele Sommariva,ITA,GK,Genoa,Serie A,27,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yann Sommer,SUI,GK,Inter,Serie A,35,1988,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
David Soria,ESP,GK,Getafe,La Liga,31,1993,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Juan Soriano,ESP,GK,Leganés,La Liga,26,1997,6,6,540,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Borna Sosa,CRO,DF,Torino,Serie A,26,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1,13,51,49,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07
Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,Premier League,24,1999,19,1,295,3.3,1,0,1,1,0,0,1,0,1,1,0.5,1.5,12,6,17,0.31,0,0.31,0.31,0.31,0.31,0.15,0.45,0.31,0.45
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,20,2003,24,15,1254,13.9,0,0,0,0,0,0,5,0,0.2,0.2,1.7,1.8,21,83,38,0,0,0,0,0,0.01,0.12,0.13,0.01,0.13
Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,33,1990,31,22,1794,19.9,1,1,2,1,0,0,2,1,4.6,4.6,1.5,6.1,44,105,170,0.05,0.05,0.1,0.05,0.1,0.23,0.07,0.31,0.23,0.31
Riccardo Sottil,ITA,"FW,MF",Fiorentina,Serie A,25,1999,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19
Riccardo Sottil,ITA,"FW,MF",Milan,Serie A,25,1999,6,1,123,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,11,3,14,0,0,0,0,0,0.13,0.23,0.36,0.13,0.36
Tomáš Souček,CZE,MF,West Ham,Premier League,29,1995,35,30,2567,28.5,9,1,10,9,0,0,8,0,6.7,6.7,1,7.8,9,74,68,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27
Matìas Soulé,ARG,"MF,DF",Roma,Serie A,21,2003,27,22,1781,19.8,5,5,10,5,0,0,3,0,3,3,5.2,8.3,84,89,191,0.25,0.25,0.51,0.25,0.51,0.15,0.26,0.42,0.15,0.42
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,25,1999,31,25,2171,24.1,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,34,105,23,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03
