player,nation,position,squad,competition,age,born,90s,goals,shots_total,shots_ontarget,shots_ontarget%,shots_total_per90,shots_ontarget_per90,goals_pershot,goals_pershot_ontarget,avg_shotdistance,shots_fromfk,pk_made,pk_attempted,xg,npxg,npxg_pershot,goals-xg,npg-npxg
Karl Etta,CMR,"MF,FW",Villarreal,La Liga,20,2003,0.4,1,2,2,100,4.86,4.86,0.5,0.5,16.3,0,0,0,0.4,0.4,0.18,0.6,0.6
Evanilson,BRA,FW,Bournemouth,Premier League,24,1999,25.8,10,72,31,43.1,2.79,1.2,0.14,0.32,12.8,0,0,1,12.5,11.7,0.16,-2.5,-1.7
Jake Evans,,FW,Leicester City,Premier League,,,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jonny Evans,NIR,DF,Manchester Utd,Premier League,36,1988,3.5,0,2,1,50,0.57,0.29,0,0,11.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Edu Expósito,ESP,MF,Espanyol,La Liga,27,1996,11.6,0,18,6,33.3,1.55,0.52,0,0,22.2,3,0,0,1,1,0.06,-1,-1
Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,26,1998,28.8,8,100,27,27,3.48,0.94,0.07,0.26,21.6,16,1,2,10.4,8.9,0.09,-2.4,-1.9
Abde Ezzalzouli,MAR,"FW,MF",Betis,La Liga,22,2001,22,2,61,25,41,2.77,1.13,0.03,0.08,15.6,1,0,1,8,7.2,0.12,-6,-5.2
Giovanni Fabbian,ITA,MF,Bologna,Serie A,21,2003,11.4,3,21,5,23.8,1.85,0.44,0.14,0.6,11.8,0,0,0,2.3,2.3,0.11,0.7,0.7
Łukasz Fabiański,POL,GK,West Ham,Premier League,39,1985,12.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Alieu Fadera,GAM,"FW,DF",Como,Serie A,22,2001,18.3,1,28,9,32.1,1.53,0.49,0.04,0.11,18.6,0,0,0,1.7,1.7,0.06,-0.7,-0.7
Wout Faes,BEL,DF,Leicester City,Premier League,26,1998,31.3,1,12,1,8.3,0.38,0.03,0.08,1,9.7,0,0,0,1.5,1.5,0.13,-0.5,-0.5
Nicolò Fagioli,ITA,MF,Fiorentina,Serie A,23,2001,10.7,1,10,4,40,0.94,0.37,0.1,0.25,21.9,1,0,0,0.5,0.5,0.05,0.5,0.5
Nicolò Fagioli,ITA,MF,Juventus,Serie A,23,2001,6.3,0,12,1,8.3,1.89,0.16,0,0,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Romain Faivre,FRA,"MF,FW",Brest,Ligue 1,26,1998,10,3,18,9,50,1.8,0.9,0.11,0.22,16.9,0,1,1,2.6,1.8,0.11,0.4,0.2
Wladimiro Falcone,ITA,GK,Lecce,Serie A,29,1995,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,32,1991,2.9,0,1,0,0,0.35,0,0,,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2
Abdul Fatawu Issahaku,GHA,FW,Leicester City,Premier League,20,2004,6.4,0,13,5,38.5,2.02,0.78,0,0,31.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Ansu Fati,ESP,FW,Barcelona,La Liga,21,2002,2.6,0,12,5,41.7,4.64,1.93,0,0,17.1,0,0,0,1,1,0.08,-1,-1
Khalil Fayad,FRA,"MF,FW",Montpellier,Ligue 1,20,2004,11.4,0,17,3,17.6,1.49,0.26,0,0,23.2,1,0,0,1.3,1.3,0.07,-1.3,-1.3
Jacopo Fazzini,ITA,MF,Empoli,Serie A,21,2003,15.4,4,27,9,33.3,1.76,0.59,0.15,0.44,17.2,2,0,0,3.1,3.1,0.11,0.9,0.9
Nabil Fekir,FRA,MF,Betis,La Liga,31,1993,2,0,7,1,14.3,3.5,0.5,0,0,23.5,0,0,0,0.7,0.7,0.1,-0.7,-0.7
Mattia Felici,ITA,"MF,FW",Cagliari,Serie A,23,2001,10.3,0,10,6,60,0.97,0.58,0,0,12.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Luiz Felipe,ITA,DF,Marseille,Ligue 1,27,1997,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
João Félix,POR,"FW,MF",Chelsea,Premier League,24,1999,4.1,1,20,5,25,4.88,1.22,0.05,0.2,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2
João Félix,POR,MF,Milan,Serie A,24,1999,8.4,2,29,8,27.6,3.43,0.95,0.07,0.25,17.9,1,0,0,2.7,2.7,0.09,-0.7,-0.7
Frank Feller,GER,GK,Heidenheim,Bundesliga,20,2004,1.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kiko Femenía,ESP,DF,Villarreal,La Liga,33,1991,24.7,0,3,0,0,0.12,0,0,,24.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4
Evan Ferguson,IRL,FW,West Ham,Premier League,19,2004,1.7,0,5,1,20,2.88,0.58,0,0,17.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6
Evan Ferguson,IRL,FW,Brighton,Premier League,19,2004,2.7,1,7,2,28.6,2.56,0.73,0.14,0.5,19.2,1,0,0,0.5,0.5,0.08,0.5,0.5
Lewis Ferguson,SCO,MF,Bologna,Serie A,24,1999,10.9,1,5,1,20,0.46,0.09,0,0,22.9,0,1,1,1,0.2,0.03,0,-0.2
Zinedine Ferhat,ALG,"FW,MF",Angers,Ligue 1,31,1993,9.4,2,12,5,41.7,1.27,0.53,0.17,0.4,20.4,2,0,0,1.4,1.4,0.11,0.6,0.6
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,29,1994,33.5,8,93,26,28,2.77,0.78,0.05,0.19,22.6,12,3,3,9.9,7.6,0.08,-1.9,-2.6
Edimilson Fernandes,SUI,"MF,DF",Brest,Ligue 1,28,1996,12.3,0,10,2,20,0.81,0.16,0,0,24.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Mateus Fernandes,POR,MF,Southampton,Premier League,20,2004,32.3,2,42,14,33.3,1.3,0.43,0.05,0.14,18.7,4,0,0,4,4,0.1,-2,-2
Aitor Fernández,ESP,GK,Osasuna,La Liga,33,1991,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Álvaro Fernández,ESP,GK,Sevilla,La Liga,26,1998,8.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Enzo Fernández,ARG,MF,Chelsea,Premier League,23,2001,32.7,6,53,20,37.7,1.62,0.61,0.11,0.3,18.1,2,0,0,6.1,6.1,0.11,-0.1,-0.1
Pelayo Fernandez,ESP,DF,Rayo Vallecano,La Liga,21,2003,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Roberto Férnandez,ESP,FW,Espanyol,La Liga,22,2002,16.6,6,21,9,42.9,1.26,0.54,0.29,0.67,14,0,0,0,3.6,3.6,0.17,2.4,2.4
Valery Fernández,ESP,"MF,FW",Mallorca,La Liga,24,1999,3.4,2,3,3,100,0.87,0.87,0.67,0.67,10.3,0,0,0,0.8,0.8,0.28,1.2,1.2
Matias Fernandez-Pardo,BEL,"FW,MF",Lille,Ligue 1,19,2005,11.8,4,23,12,52.2,1.94,1.01,0.17,0.33,17.8,0,0,0,2.9,2.9,0.12,1.1,1.1
André Ferreira,POR,GK,Valladolid,La Liga,28,1996,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,32,1992,19.7,0,14,3,21.4,0.71,0.15,0,0,26,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Daniel Fila,CZE,FW,Venezia,Serie A,21,2002,5.5,2,8,5,62.5,1.46,0.91,0.25,0.4,13.4,0,0,0,1.4,1.4,0.18,0.6,0.6
Karol Fila,POL,MF,Strasbourg,Ligue 1,26,1998,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Kilian Fischer,GER,DF,Wolfsburg,Bundesliga,23,2000,25.5,1,6,1,16.7,0.24,0.04,0.17,1,20.5,0,0,0,0.3,0.3,0.05,0.7,0.7
Mark Flekken,NED,GK,Brentford,Premier League,31,1993,36.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Alessandro Florenzi,ITA,FW,Milan,Serie A,33,1991,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Mateo Flores,ESP,MF,Betis,La Liga,20,2004,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Phil Foden,ENG,"MF,FW",Manchester City,Premier League,24,2000,19.7,7,54,16,29.6,2.73,0.81,0.13,0.44,18.6,2,0,0,5.2,5.2,0.1,1.8,1.8
Malick Fofana,BEL,FW,Lyon,Ligue 1,19,2005,17.7,5,31,15,48.4,1.76,0.85,0.16,0.33,15,0,0,0,3.8,3.8,0.12,1.2,1.2
Rayan Fofana,FRA,"FW,MF",Lens,Ligue 1,18,2006,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Seko Fofana,CIV,MF,Rennes,Ligue 1,29,1995,9.4,1,24,6,25,2.56,0.64,0.04,0.17,21.2,0,0,0,1.8,1.8,0.07,-0.8,-0.8
Wesley Fofana,FRA,DF,Chelsea,Premier League,23,2000,13,0,3,0,0,0.23,0,0,,10.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4
Yahia Fofana,CIV,GK,Angers,Ligue 1,23,2000,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Youssouf Fofana,FRA,MF,Milan,Serie A,25,1999,27.8,1,36,5,13.9,1.29,0.18,0.03,0.2,26.2,0,0,0,1.3,1.3,0.04,-0.3,-0.3
Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,28,1996,20.4,0,8,1,12.5,0.39,0.05,0,0,21.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Michael Folorunsho,ITA,"FW,MF",Fiorentina,Serie A,26,1998,7.2,0,9,3,33.3,1.25,0.42,0,0,14,0,0,0,1.1,1.1,0.12,-1.1,-1.1
Michael Folorunsho,ITA,"FW,MF",Napoli,Serie A,26,1998,0.4,0,1,0,0,2.57,0,0,,9.8,0,0,0,0.1,0.1,0.1,-0.1,-0.1
Lamine Fomba,FRA,MF,Saint-Étienne,Ligue 1,26,1998,2.4,0,1,0,0,0.41,0,0,,27,0,0,0,0,0,0.02,0,0
Carlos Forbs,POR,"MF,FW",Wolves,Premier League,20,2004,2.7,0,2,0,0,0.75,0,0,,19.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Pablo Fornals,ESP,"MF,FW",Betis,La Liga,28,1996,20.3,2,23,4,17.4,1.13,0.2,0.09,0.5,21.7,0,0,0,1.8,1.8,0.08,0.2,0.2
Omari Forson,ENG,"MF,FW",Monza,Serie A,20,2004,2.5,0,5,1,20,2.02,0.4,0,0,20.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Fraser Forster,ENG,GK,Tottenham,Premier League,36,1988,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Héctor Fort,ESP,DF,Barcelona,La Liga,17,2006,6.5,0,6,0,0,0.92,0,0,,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Dimitri Foulquier,FRA,DF,Valencia,La Liga,31,1993,25.5,0,13,2,15.4,0.51,0.08,0,0,21.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Juan Foyth,ARG,DF,Villarreal,La Liga,26,1998,16.9,1,17,5,29.4,1.01,0.3,0.06,0.2,11.8,0,0,0,2.4,2.4,0.14,-1.4,-1.4
Fran,ESP,GK,Real Madrid,La Liga,19,2005,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,20,2004,0.6,1,6,3,50,9.82,4.91,0.17,0.33,15.8,0,0,0,0.3,0.3,0.04,0.7,0.7
Alejandro Francés,ESP,DF,Girona,La Liga,21,2002,13,0,6,0,0,0.46,0,0,,20.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Przemysław Frankowski,POL,DF,Lens,Ligue 1,29,1995,15.4,4,14,5,35.7,0.91,0.32,0.14,0.4,21.9,1,2,2,2.3,0.7,0.05,1.7,1.3
Enric Franquesa,ESP,"DF,FW",Leganés,La Liga,27,1997,6.8,1,3,1,33.3,0.44,0.15,0.33,1,16.8,0,0,0,0.3,0.3,0.1,0.7,0.7
Ryan Fraser,SCO,"FW,DF",Southampton,Premier League,30,1994,3.4,0,1,1,100,0.29,0.29,0,0,31.6,0,0,0,0,0,0.03,0,0
Davide Frattesi,ITA,MF,Inter,Serie A,24,1999,12.9,5,26,7,26.9,2.02,0.54,0.19,0.71,13,0,0,0,4,4,0.14,1,1
Tyler Fredricson,ENG,DF,Manchester Utd,Premier League,19,2005,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Morten Frendrup,DEN,MF,Genoa,Serie A,23,2001,34.5,2,30,9,30,0.87,0.26,0.07,0.22,21.9,0,0,0,1.6,1.6,0.05,0.4,0.4
Martin Frese,DEN,DF,Hellas Verona,Serie A,26,1998,6.1,0,2,0,0,0.33,0,0,,23,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Remo Freuler,SUI,MF,Bologna,Serie A,32,1992,35.6,1,17,4,23.5,0.48,0.11,0.06,0.25,20.4,0,0,0,1.3,1.3,0.07,-0.3,-0.3
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,26,1998,24,0,4,3,75,0.17,0.12,0,0,14.1,0,0,0,0.5,0.5,0.11,-0.5,-0.5
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,28,1995,11,0,7,2,28.6,0.64,0.18,0,0,9.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,23,2000,25.7,5,34,16,47.1,1.32,0.62,0.15,0.31,14.6,0,0,0,4.1,4.1,0.12,0.9,0.9
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,27,1997,27.7,6,52,18,34.6,1.88,0.65,0.12,0.33,15.9,0,0,0,6.3,6.3,0.12,-0.3,-0.3
Darío Fuentes,ESP,DF,Sevilla,La Liga,21,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Chris Führich,GER,"MF,FW",Stuttgart,Bundesliga,26,1998,22,2,36,12,33.3,1.64,0.55,0.06,0.17,17.3,2,0,0,2.9,2.9,0.08,-0.9,-0.9
Shiō Fukuda,JPN,FW,Gladbach,Bundesliga,20,2004,0.7,1,3,1,33.3,4.5,1.5,0.33,1,14.1,0,0,0,0.4,0.4,0.14,0.6,0.6
Angelo Fulgini,FRA,"MF,FW",Lens,Ligue 1,27,1996,11.6,1,26,9,34.6,2.24,0.78,0.04,0.11,17.9,2,0,0,2.4,2.4,0.09,-1.4,-1.4
Niclas Füllkrug,GER,FW,West Ham,Premier League,31,1993,8.8,3,16,7,43.8,1.82,0.8,0.19,0.43,10.3,0,0,0,2.2,2.2,0.14,0.8,0.8
Kyogo Furuhashi,JPN,FW,Rennes,Ligue 1,29,1995,1.4,0,1,0,0,0.73,0,0,,22.7,0,0,0,0.1,0.1,0.13,-0.1,-0.1
Manuel Fuster,ESP,"FW,MF",Las Palmas,La Liga,26,1997,11.1,2,18,7,38.9,1.62,0.63,0.11,0.29,23.2,0,0,0,0.7,0.7,0.04,1.3,1.3
Matteo Gabbia,ITA,DF,Milan,Serie A,24,1999,23.9,2,14,4,28.6,0.59,0.17,0.14,0.5,11.3,0,0,0,1.1,1.1,0.08,0.9,0.9
Tommaso Gabellini,ITA,FW,Torino,Serie A,17,2006,0.1,0,1,0,0,9,0,0,,28.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Tiago Gabriel,POR,DF,Lecce,Serie A,19,2004,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Alessandro Gabrielloni,ITA,"FW,MF",Como,Serie A,30,1994,1.6,1,5,2,40,3.17,1.27,0.2,0.5,17.7,0,0,0,0.3,0.3,0.06,0.7,0.7
Gianluca Gaetano,ITA,"MF,FW",Cagliari,Serie A,24,2000,11.2,2,30,6,20,2.68,0.54,0.07,0.33,17.2,2,0,0,4.9,4.9,0.16,-2.9,-2.9
Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,30,1994,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Cody Gakpo,NED,FW,Liverpool,Premier League,25,1999,21.5,10,57,22,38.6,2.65,1.02,0.18,0.45,15.1,0,0,0,7.1,7.1,0.12,2.9,2.9
Javi Galán,ESP,DF,Atlético Madrid,La Liga,29,1994,19.8,0,9,0,0,0.45,0,0,,24.3,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,30,1993,16.4,0,11,1,9.1,0.67,0.06,0,0,24.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Conor Gallagher,ENG,MF,Atlético Madrid,La Liga,24,2000,18.1,3,22,4,18.2,1.21,0.22,0.14,0.75,19.7,0,0,0,2.8,2.8,0.13,0.2,0.2
Antonino Gallo,ITA,DF,Lecce,Serie A,24,2000,29,0,9,3,33.3,0.31,0.1,0,0,23.9,2,0,0,0.3,0.3,0.03,-0.3,-0.3
Gauthier Gallon,FRA,GK,Rennes,Ligue 1,31,1993,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,34,1989,2.5,1,4,1,25,1.59,0.4,0.25,1,21.7,0,0,0,0.2,0.2,0.04,0.8,0.8
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,34,1989,34,0,27,5,18.5,0.79,0.15,0,0,25.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1
Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,25,1999,2.7,0,7,0,0,2.61,0,0,,11.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Silvère Ganvoula M'Boussy,CGO,FW,Monza,Serie A,28,1996,3.6,0,4,1,25,1.1,0.28,0,0,11.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Facundo Garcés,MAS,DF,Alavés,La Liga,24,1999,7.5,0,5,1,20,0.66,0.13,0,0,15.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Aleix García,ESP,MF,Leverkusen,Bundesliga,27,1997,16.2,3,15,5,33.3,0.93,0.31,0.2,0.6,22.5,2,0,0,1,1,0.06,2,2
Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1992,28.4,4,71,26,36.6,2.5,0.91,0.06,0.15,16.9,0,0,0,7.6,7.6,0.11,-3.6,-3.6
Andrés García,ESP,"DF,MF",Aston Villa,Premier League,21,2003,3.5,0,2,0,0,0.57,0,0,,26.6,0,0,0,0,0,0.02,0,0
Eric García,ESP,"DF,MF",Barcelona,La Liga,23,2001,17.4,2,14,8,57.1,0.8,0.46,0.14,0.25,10.7,0,0,0,2.3,2.3,0.17,-0.3,-0.3
Fran Garcia,ESP,DF,Real Madrid,La Liga,24,1999,24.1,0,14,3,21.4,0.58,0.12,0,0,19.4,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Gonzalo García,ESP,"FW,DF",Real Madrid,La Liga,20,2004,0.6,0,1,0,0,1.61,0,0,,4.8,0,0,0,0.5,0.5,0.49,-0.5,-0.5
Joan García,ESP,GK,Espanyol,La Liga,23,2001,38,0,1,1,100,0.03,0.03,0,0,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Pablo Garcia,ESP,FW,Betis,La Liga,17,2006,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Rubén García,ESP,"FW,MF",Osasuna,La Liga,31,1993,26.8,5,27,10,37,1.01,0.37,0.19,0.5,16.1,3,0,0,3.2,3.2,0.12,1.8,1.8
Ulisses Garcia,SUI,DF,Marseille,Ligue 1,28,1996,10.3,2,8,2,25,0.77,0.19,0.25,1,14.2,0,0,0,1.5,1.5,0.19,0.5,0.5
Unai García,ESP,DF,Osasuna,La Liga,32,1992,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Alejandro Garnacho,ARG,"MF,FW",Manchester Utd,Premier League,20,2004,24.4,6,84,29,34.5,3.44,1.19,0.07,0.21,17,0,0,0,7.3,7.3,0.09,-1.3,-1.3
James Garner,ENG,"MF,DF",Everton,Premier League,23,2001,17.7,0,12,4,33.3,0.68,0.23,0,0,20.4,1,0,0,0.7,0.7,0.06,-0.7,-0.7
Yarek Gasiorowski,ESP,DF,Valencia,La Liga,19,2005,10.5,0,3,0,0,0.29,0,0,,7.6,0,0,0,1.1,1.1,0.38,-1.1,-1.1
Federico Gatti,ITA,DF,Juventus,Serie A,26,1998,24.4,1,25,9,36,1.03,0.37,0.04,0.11,14.4,0,0,0,2.5,2.5,0.1,-1.5,-1.5
Gavi,ESP,"MF,FW",Barcelona,La Liga,19,2004,12.1,1,11,1,9.1,0.91,0.08,0.09,1,15.3,0,0,0,0.9,0.9,0.08,0.1,0.1
Paulo Gazzaniga,ARG,GK,Girona,La Liga,32,1992,35.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Jean-Philippe Gbamin,CIV,MF,Nantes,Ligue 1,28,1995,2.4,0,2,0,0,0.83,0,0,,8,0,0,0,0.5,0.5,0.26,-0.5,-0.5
Mory Gbane,CIV,"DF,MF",Reims,Ligue 1,23,2000,12.5,0,4,2,50,0.32,0.16,0,0,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Yann Gboho,FRA,"MF,FW",Toulouse,Ligue 1,23,2001,25.9,5,50,26,52,1.93,1,0.1,0.19,15.8,0,0,0,5.4,5.4,0.11,-0.4,-0.4
David de Gea,ESP,GK,Fiorentina,Serie A,33,1990,34,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Viggo Gebel,GER,MF,RB Leipzig,Bundesliga,16,2007,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Lutsharel Geertruida,NED,DF,RB Leipzig,Bundesliga,24,2000,17.3,1,8,1,12.5,0.46,0.06,0.13,1,15.2,0,0,0,1.1,1.1,0.14,-0.1,-0.1
Dennis Geiger,GER,"MF,FW",Hoffenheim,Bundesliga,26,1998,8.2,0,5,1,20,0.61,0.12,0,0,24.2,1,0,0,0.2,0.2,0.03,-0.2,-0.2
Valentin Gendrey,FRA,DF,Lecce,Serie A,24,2000,2,0,2,0,0,1,0,0,,12.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
Valentin Gendrey,FRA,DF,Hoffenheim,Bundesliga,24,2000,15.7,1,10,5,50,0.64,0.32,0.1,0.2,19.1,0,0,0,1.1,1.1,0.11,-0.1,-0.1
Denis Genreau,AUS,MF,Toulouse,Ligue 1,25,1999,2.5,0,6,0,0,2.43,0,0,,21.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Tyrique George,ENG,FW,Chelsea,Premier League,18,2006,2,1,3,1,33.3,1.48,0.49,0.33,1,15,0,0,0,0.2,0.2,0.07,0.8,0.8
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,Bundesliga,30,1994,16.9,1,15,4,26.7,0.89,0.24,0.07,0.25,15,0,0,0,1.2,1.2,0.08,-0.2,-0.2
Max Geschwill,GER,DF,Holstein Kiel,Bundesliga,23,2001,14.2,1,9,2,22.2,0.63,0.14,0.11,0.5,12.8,0,0,0,0.9,0.9,0.1,0.1,0.1
Daniele Ghilardi,ITA,DF,Hellas Verona,Serie A,21,2003,22.5,0,12,4,33.3,0.53,0.18,0,0,13.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Lautaro Gianetti,ARG,DF,Udinese,Serie A,30,1993,9.8,1,2,2,100,0.21,0.21,0.5,0.5,13.9,0,0,0,0.1,0,0,0.9,1
Dimitris Giannoulis,GRE,DF,Augsburg,Bundesliga,28,1995,29.4,1,13,4,30.8,0.44,0.14,0.08,0.25,16.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1
Morgan Gibbs-White,ENG,MF,Nott'ham Forest,Premier League,24,2000,31.1,7,61,21,34.4,1.96,0.67,0.11,0.33,17.4,4,0,0,6.3,6.3,0.1,0.7,0.7
Samuel Gigot,FRA,DF,Lazio,Serie A,30,1993,7.6,2,4,3,75,0.53,0.4,0.5,0.67,8.5,0,0,0,1.3,1.3,0.33,0.7,0.7
Armin Gigovic,BIH,MF,Holstein Kiel,Bundesliga,22,2002,21.1,5,26,10,38.5,1.23,0.47,0.19,0.5,19,1,0,0,1.9,1.9,0.07,3.1,3.1
Bryan Gil,ESP,"FW,MF",Girona,La Liga,23,2001,19.1,3,32,15,46.9,1.67,0.78,0.09,0.2,19,0,0,0,2.3,2.3,0.07,0.7,0.7
Mario Gila,ESP,DF,Lazio,Serie A,23,2000,30.5,1,15,4,26.7,0.49,0.13,0.07,0.25,16.7,0,0,0,1.1,1.1,0.07,-0.1,-0.1
Billy Gilmour,SCO,MF,Brighton,Premier League,23,2001,1.1,0,1,0,0,0.92,0,0,,25.5,1,0,0,0.1,0.1,0.08,-0.1,-0.1
Billy Gilmour,SCO,MF,Napoli,Serie A,23,2001,13.1,0,9,1,11.1,0.69,0.08,0,0,22.3,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Benedikt Gimber,GER,DF,Heidenheim,Bundesliga,27,1997,29.7,0,14,1,7.1,0.47,0.03,0,0,15.1,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Santiago Giménez,MEX,FW,Milan,Serie A,23,2001,7.4,5,22,9,40.9,2.96,1.21,0.23,0.56,13.5,0,0,1,4.8,4,0.18,0.2,1
Gvidas Gineitis,LTU,MF,Torino,Serie A,20,2004,15.9,3,29,8,27.6,1.83,0.5,0.1,0.38,25.5,2,0,0,1.3,1.3,0.04,1.7,1.7
Matthias Ginter,GER,DF,Freiburg,Bundesliga,30,1994,28.5,2,24,4,16.7,0.84,0.14,0.08,0.5,11.1,0,0,0,2.8,2.8,0.12,-0.8,-0.8
Jamie Gittens,ENG,"FW,MF",Dortmund,Bundesliga,19,2004,19.7,8,52,24,46.2,2.64,1.22,0.15,0.33,17.1,0,0,0,3.6,3.6,0.07,4.4,4.4
Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,29,1995,13.8,7,48,17,35.4,3.48,1.23,0.15,0.41,15.7,0,0,1,7.5,6.8,0.14,-0.5,0.2
Ben Godfrey,ENG,DF,Ipswich Town,Premier League,26,1998,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ben Godfrey,ENG,DF,Atalanta,Serie A,26,1998,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Martial Godo,ENG,"FW,DF",Fulham,Premier League,21,2003,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Saba Goglichidze,GEO,DF,Empoli,Serie A,20,2004,28.2,0,6,0,0,0.21,0,0,,17.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Edoardo Goldaniga,ITA,DF,Como,Serie A,30,1993,28.1,1,12,5,41.7,0.43,0.18,0.08,0.2,9.3,0,0,0,2.5,2.5,0.21,-1.5,-1.5
Michael Golding,ENG,MF,Leicester City,Premier League,18,2006,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Pierluigi Gollini,ITA,GK,Genoa,Serie A,29,1995,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,28,1996,12.8,3,24,9,37.5,1.87,0.7,0.13,0.33,21.4,0,0,0,2.3,2.3,0.1,0.7,0.7
André Gomes,POR,MF,Lille,Ligue 1,31,1993,14.2,0,11,3,27.3,0.78,0.21,0,0,24.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5
