player,nation,position,squad,competition,age,born,90s,passes_attempted,liveball_passes,deadball_passes,fk_passes,throughball_passes,switches,crosses,throwins,cornerkicks,inswingingcorners,outswingingcorners,straightcorners,totalpasscomp,passes_offside,passes_blocked
Mikel Merino,ESP,"MF,FW",Arsenal,Premier League,28,1996,17.6,577,567,5,4,5,1,13,1,0,0,0,0,451,5,12
Quentin Merlin,FRA,DF,Marseille,Ligue 1,22,2002,17.7,1145,980,162,15,0,4,95,121,26,6,15,0,943,3,27
Víctor Meseguer,ESP,MF,Valladolid,La Liga,25,1999,4.6,189,183,6,3,1,1,3,1,0,0,0,0,148,0,6
Rafik Messali,FRA,DF,Toulouse,Ligue 1,21,2003,5.1,227,199,28,4,0,0,16,24,0,0,0,0,166,0,10
Junior Messias,BRA,"MF,FW",Genoa,Serie A,33,1991,9.4,234,222,12,2,2,1,22,7,2,0,1,0,149,0,8
Connor Metcalfe,AUS,"MF,FW",St. Pauli,Bundesliga,24,1999,4,118,108,8,3,0,0,7,2,3,0,3,0,76,2,3
Karol Mets,EST,DF,St. Pauli,Bundesliga,31,1993,10,631,589,41,15,0,5,3,4,0,0,0,0,526,1,3
Thomas Meunier,BEL,DF,Lille,Ligue 1,32,1991,21.4,1477,1298,179,12,2,8,62,165,2,0,0,0,1188,0,23
Alexander Meyer,GER,GK,Dortmund,Bundesliga,33,1991,2,83,68,15,8,0,0,0,0,0,0,0,0,54,0,0
Shumaira Mheuka,ENG,MF,Chelsea,Premier League,16,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Michal,FRA,"FW,MF",Monaco,Ligue 1,19,2005,1.3,44,42,2,0,0,0,2,0,0,0,0,0,36,0,0
Florian Micheler,AUT,MF,Hoffenheim,Bundesliga,19,2005,0.4,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0
Miguel,ESP,FW,Leganés,La Liga,24,1999,19.2,237,219,15,0,4,1,9,2,0,0,0,0,139,3,12
Valentin Mihaila,ROU,"FW,MF",Parma,Serie A,24,2000,14.3,431,368,61,14,3,4,33,6,40,12,6,1,325,2,8
Georges Mikautadze,GEO,FW,Lyon,Ligue 1,23,2000,16.1,426,406,17,1,4,3,9,3,0,0,0,0,326,3,14
Igor Miladinović,SRB,"FW,MF",Saint-Étienne,Ligue 1,21,2003,0.3,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
Nikola Milenković,SRB,DF,Nott'ham Forest,Premier League,26,1997,37,1033,994,32,32,0,3,0,0,0,0,0,0,850,7,3
Lewis Miley,ENG,MF,Newcastle Utd,Premier League,18,2006,3.5,191,189,1,1,1,0,0,0,0,0,0,0,168,1,4
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,27,1997,37,1628,1229,394,123,1,5,0,0,0,0,0,0,1107,5,1
Éder Militão,BRA,DF,Real Madrid,La Liga,26,1998,10.4,712,676,34,19,0,15,2,2,0,0,0,0,636,2,3
Luis Milla,ESP,MF,Getafe,La Liga,29,1994,31.9,1536,1220,304,171,4,23,201,1,113,45,49,1,1129,12,17
Pere Milla,ESP,"MF,FW",Espanyol,La Liga,31,1992,5.1,165,145,19,6,5,2,14,5,7,2,5,0,97,1,12
Enzo Millot,FRA,"MF,FW",Stuttgart,Bundesliga,22,2002,20.5,1140,1092,47,9,5,6,41,10,20,3,10,1,967,1,26
James Milner,ENG,MF,Brighton,Premier League,38,1986,1.9,74,63,11,4,2,0,8,0,6,2,3,0,55,0,1
Kim Min-jae,KOR,DF,Bayern Munich,Bundesliga,27,1996,25.4,2530,2474,53,25,1,5,0,3,0,0,0,0,2340,3,10
Yerry Mina,COL,DF,Cagliari,Serie A,29,1994,28.5,1394,1313,78,67,1,2,1,6,0,0,0,0,1198,3,8
Takumi Minamino,JPN,"MF,FW",Monaco,Ligue 1,29,1995,24.8,736,714,15,2,15,2,23,6,0,0,0,0,520,7,30
Lucas Mincarelli,FRA,DF,Montpellier,Ligue 1,20,2004,7.9,379,331,47,13,0,0,21,24,5,4,0,0,309,1,6
Tyrone Mings,ENG,DF,Aston Villa,Premier League,31,1993,12.4,676,630,46,20,0,3,1,0,0,0,0,0,596,0,7
Óscar Mingueza,ESP,"MF,DF",Celta Vigo,La Liga,25,1999,30.3,2197,1814,374,69,15,14,139,270,35,14,16,0,1692,9,40
Kim Minsu,KOR,"MF,FW",Girona,La Liga,18,2006,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Yankuba Minteh,GAM,"FW,MF",Brighton,Premier League,20,2004,20.4,557,510,45,9,4,4,91,20,16,7,6,0,348,2,36
Bojan Miovski,MKD,FW,Girona,La Liga,25,1999,9.7,113,94,18,0,0,0,3,0,0,0,0,0,86,1,4
Rafa Mir,ESP,"FW,MF",Valencia,La Liga,27,1997,8.4,200,197,2,0,0,1,7,0,0,0,0,0,144,1,9
Juan Miranda,ESP,DF,Bologna,Serie A,24,2000,25.3,1877,1490,382,80,5,4,211,222,80,18,42,0,1420,5,27
Fabio Miretti,ITA,"MF,FW",Genoa,Serie A,20,2003,18.6,567,494,67,20,5,8,61,7,33,7,22,0,422,6,14
Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,24,1999,34.4,1355,1122,228,8,0,2,105,220,0,0,0,0,976,5,61
Kaoru Mitoma,JPN,"FW,MF",Brighton,Premier League,27,1997,28.9,988,965,19,0,9,1,75,19,0,0,0,0,749,4,39
Maximilian Mittelstädt,GER,DF,Stuttgart,Bundesliga,27,1997,27.4,2035,1757,272,29,2,11,164,226,16,5,10,0,1698,6,28
Koji Miyoshi,JPN,"FW,MF",Bochum,Bundesliga,27,1997,5.2,130,123,7,0,4,1,9,1,2,2,0,0,77,0,15
Henrikh Mkhitaryan,ARM,MF,Inter,Serie A,35,1989,25.9,1518,1493,19,11,5,11,22,3,5,1,2,0,1326,6,26
Jakub Moder,POL,MF,Brighton,Premier League,25,1999,0.1,22,22,0,0,0,0,1,0,0,0,0,0,18,0,0
Rui Modesto,ANG,"DF,MF",Udinese,Serie A,24,1999,6.8,310,252,58,1,1,1,26,56,1,1,0,0,231,0,8
Luka Modrić,CRO,MF,Real Madrid,La Liga,38,1985,20.3,1969,1778,188,82,11,24,112,8,98,48,25,1,1724,3,15
Max Moerstedt,GER,FW,Hoffenheim,Bundesliga,,,5,103,101,1,0,1,0,1,0,0,0,0,0,69,1,2
Terem Moffi,NGA,FW,Nice,Ligue 1,25,1999,0.6,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0
Mostafa Mohamed,EGY,FW,Nantes,Ligue 1,26,1997,13.9,247,227,17,0,2,0,4,1,0,0,0,0,160,3,9
Johan Mojica,COL,DF,Mallorca,La Liga,31,1992,30.6,1641,1297,332,28,2,9,143,303,1,0,1,0,1217,12,51
David Mokwa,FRA,"DF,FW",Hoffenheim,Bundesliga,20,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0
Alberto Moleiro,ESP,"FW,MF",Las Palmas,La Liga,20,2003,30.2,1039,1006,30,11,9,1,32,11,2,0,1,0,845,3,24
Nahuel Molina,ARG,DF,Atlético Madrid,La Liga,26,1998,17.7,1182,998,178,15,2,6,55,154,9,3,6,0,945,6,37
Florent Mollet,FRA,"MF,FW",Nantes,Ligue 1,32,1991,2.7,106,91,14,2,0,0,13,1,10,2,8,0,83,1,4
Jon Moncayola,ESP,MF,Osasuna,La Liga,26,1998,23.3,992,887,100,40,1,9,107,5,47,14,19,0,738,5,21
Jeremy Monga,,"FW,MF",Leicester City,Premier League,,,1.2,29,28,1,1,0,0,4,0,0,0,0,0,18,0,5
Gonzalo Montiel,ARG,"DF,MF",Sevilla,La Liga,27,1997,1.3,78,64,14,2,0,0,3,11,1,0,0,0,68,0,1
Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,28,1996,36,1068,644,414,116,0,3,0,0,0,0,0,0,520,10,1
Mikey Moore,ENG,FW,Tottenham,Premier League,16,2007,4.1,96,88,8,0,0,0,16,2,6,3,0,0,67,0,5
Álvaro Morata,ESP,"FW,MF",Milan,Serie A,31,1992,12.2,268,249,19,2,3,5,13,0,0,0,0,0,202,0,4
Morato,BRA,DF,Nott'ham Forest,Premier League,23,2001,10.1,309,290,17,11,1,0,0,3,0,0,0,0,238,2,11
Diego Moreira,POR,"DF,MF",Strasbourg,Ligue 1,19,2004,28.5,1327,1170,152,27,7,6,93,116,9,4,3,0,1028,5,30
Alberto Moreno,ESP,DF,Como,Serie A,32,1992,19.2,1082,909,170,31,1,5,49,139,0,0,0,0,893,3,20
Álex Moreno,ESP,"DF,MF",Nott'ham Forest,Premier League,31,1993,10.6,428,338,86,1,3,1,19,85,0,0,0,0,308,4,10
Gerard Moreno,ESP,FW,Villarreal,La Liga,32,1992,8,305,289,12,1,2,2,10,0,0,0,0,0,235,4,10
Matias Moreno,ARG,DF,Fiorentina,Serie A,20,2003,1.6,71,67,4,4,0,1,2,0,0,0,0,0,58,0,3
Xavier Moreno,ESP,FW,Valladolid,La Liga,19,2004,0.5,13,12,1,1,0,0,2,0,0,0,0,0,3,0,1
Tete Morente,ESP,"FW,MF",Lecce,Serie A,27,1996,22.5,729,697,27,2,3,5,56,21,4,0,3,0,545,5,29
Mateu Morey,ESP,DF,Mallorca,La Liga,24,2000,8.2,390,331,57,3,1,0,16,54,0,0,0,0,301,2,9
Ilaix Moriba,GUI,MF,Celta Vigo,La Liga,21,2003,23.7,984,953,27,22,3,11,6,4,0,0,0,0,843,4,7
Manu Morlanes,ESP,MF,Mallorca,La Liga,25,1999,14.9,709,683,24,19,2,5,8,3,1,0,1,0,630,2,3
Nikola Moro,CRO,MF,Bologna,Serie A,26,1998,13.4,805,741,62,33,1,9,33,2,19,0,13,0,646,2,11
Raúl Moro,ESP,"MF,FW",Valladolid,La Liga,21,2002,26,797,692,100,18,7,14,149,31,51,18,12,1,517,5,32
Sam Morsy,EGY,MF,Ipswich Town,Premier League,32,1991,30.6,1445,1388,50,49,2,5,15,0,0,0,0,0,1249,7,22
Gabriel Moscardo,BRA,"MF,DF",Reims,Ligue 1,18,2005,0.9,38,37,1,1,0,0,0,0,0,0,0,0,30,0,0
Cristhian Mosquera,ESP,DF,Valencia,La Liga,20,2004,36.9,2053,1931,117,57,0,6,2,49,0,0,0,0,1858,5,9
Daniel Mosquera,COL,FW,Hellas Verona,Serie A,24,1999,15.3,335,319,15,0,1,0,2,1,0,0,0,0,230,1,9
Yerson Mosquera,COL,DF,Wolves,Premier League,23,2001,4.9,240,230,9,4,0,1,2,0,0,0,0,0,205,1,3
Dany Mota,POR,"FW,MF",Monza,Serie A,26,1998,23.4,569,533,35,2,4,6,38,6,0,0,0,0,412,1,24
Yael Mouanga,FRA,DF,Montpellier,Ligue 1,19,2005,10.5,479,451,27,12,0,1,2,0,0,0,0,0,420,1,4
Aimen Moueffek,FRA,MF,Saint-Étienne,Ligue 1,23,2001,11.5,396,390,6,4,2,0,4,1,0,0,0,0,336,0,7
Youssoufa Moukoko,GER,"FW,MF",Nice,Ligue 1,19,2004,2.3,44,41,3,1,0,0,1,0,0,0,0,0,36,0,0
Steve Mounié,BEN,"FW,MF",Augsburg,Bundesliga,29,1994,3.9,110,108,2,0,0,0,3,1,0,0,0,0,69,0,6
Mason Mount,ENG,MF,Manchester Utd,Premier League,25,1999,6.9,253,238,15,8,2,2,13,3,4,3,1,0,207,0,8
Santiago Mouriño,URU,DF,Alavés,La Liga,22,2002,20.5,691,638,50,23,2,3,4,23,0,0,0,0,539,3,8
Louis Mouton,FRA,MF,Saint-Étienne,Ligue 1,22,2002,11.6,551,525,23,6,5,4,21,4,13,1,9,0,442,3,14
Divin Mubama,ENG,FW,Manchester City,Premier League,19,2004,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Mykhailo Mudryk,UKR,FW,Chelsea,Premier League,23,2001,1.7,42,40,2,0,1,0,7,0,2,0,0,0,28,0,1
Ngal'Ayel Mukau,COD,MF,Lille,Ligue 1,19,2004,13.2,645,638,5,0,1,2,5,3,0,0,0,0,575,2,17
Nordi Mukiele,FRA,DF,Leverkusen,Bundesliga,26,1997,10,607,527,79,12,0,1,13,67,0,0,0,0,488,1,15
Florian Müller,GER,GK,Freiburg,Bundesliga,26,1997,8.4,326,243,81,24,0,1,0,0,0,0,0,0,206,2,0
Kevin Müller,GER,GK,Heidenheim,Bundesliga,33,1991,32.7,1306,928,374,103,0,2,0,0,0,0,0,0,987,4,0
Marius Müller,GER,GK,Wolfsburg,Bundesliga,31,1993,5.3,218,172,46,12,0,0,0,0,0,0,0,0,154,0,0
Thomas Müller,GER,"MF,FW",Bayern Munich,Bundesliga,34,1989,13.6,631,599,30,7,8,3,46,10,0,0,0,0,473,2,16
Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,26,1998,22.4,1085,1017,65,25,0,8,6,1,0,0,0,0,900,3,4
Marshall Munetsi,ZIM,"MF,FW",Wolves,Premier League,28,1996,12,212,205,7,0,1,0,10,1,0,0,0,0,152,0,5
Marshall Munetsi,ZIM,MF,Reims,Ligue 1,28,1996,18.8,384,380,2,1,2,0,11,1,0,0,0,0,263,2,11
Rodrigo Muniz,BRA,FW,Fulham,Premier League,23,2001,10.7,142,135,6,1,3,2,1,0,0,0,0,0,92,1,4
Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,26,1997,12.2,631,490,137,5,0,1,35,132,0,0,0,0,448,4,17
Álex Muñoz,ESP,DF,Las Palmas,La Liga,30,1994,15.7,775,635,139,12,0,2,27,119,0,0,0,0,618,1,13
Daniel Muñoz,COL,DF,Crystal Palace,Premier League,28,1996,35.9,1492,1182,304,27,2,2,74,275,2,0,0,0,1130,6,39
Iker Muñoz,ESP,MF,Osasuna,La Liga,21,2002,6.8,303,299,4,2,1,0,7,1,0,0,0,0,239,0,9
Javier Muñoz,ESP,"MF,DF",Las Palmas,La Liga,29,1995,28.8,1178,1090,85,22,3,18,51,49,3,0,1,1,918,3,29
Víctor Muñoz,ESP,"FW,DF",Real Madrid,La Liga,21,2003,0.4,12,12,0,0,0,0,2,0,0,0,0,0,11,0,1
Arijanet Muric,KVX,GK,Ipswich Town,Premier League,25,1998,18,633,485,143,49,0,3,0,0,0,0,0,0,454,5,0
Murillo,BRA,DF,Nott'ham Forest,Premier League,22,2002,35.4,1450,1271,166,113,8,22,14,3,0,0,0,0,1138,13,6
Vedat Muriqi,KVX,FW,Mallorca,La Liga,30,1994,22.9,487,475,8,0,3,2,10,0,0,0,0,0,295,4,19
Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,29,1995,26.2,1004,943,53,5,5,6,120,32,16,1,0,0,688,8,51
Bob Murphy Omoregbe,ITA,MF,Milan,Serie A,20,2003,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Yunus Musah,USA,"MF,FW",Milan,Serie A,21,2002,17.5,724,694,29,7,3,2,24,21,1,0,0,0,631,1,11
Jamal Musiala,GER,MF,Bayern Munich,Bundesliga,21,2003,20,942,914,23,2,14,2,8,6,7,0,0,0,778,5,33
Florent Muslija,KVX,"FW,MF",Freiburg,Bundesliga,26,1998,1.9,98,87,11,3,1,0,14,2,6,3,2,0,71,0,1
Almoatasem Al Musrati,LBY,MF,Monaco,Ligue 1,28,1996,4.3,291,280,10,10,4,5,0,0,0,0,0,0,255,1,0
Juan Musso,ARG,GK,Atalanta,Serie A,30,1994,1,33,17,16,2,0,0,0,0,0,0,0,0,17,0,0
Juan Musso,ARG,GK,Atlético Madrid,La Liga,30,1994,2,60,41,18,5,0,1,0,0,0,0,0,0,51,1,0
Kingstone Mutandwa,ZAM,"FW,MF",Cagliari,Serie A,21,2003,1.4,28,25,2,0,0,0,1,0,0,0,0,0,19,1,0
Junior Mwanga,FRA,MF,Le Havre,Ligue 1,21,2003,10.6,445,418,26,14,1,4,21,2,10,9,1,0,366,1,3
Junior Mwanga,FRA,MF,Strasbourg,Ligue 1,21,2003,3.3,147,144,3,3,0,1,0,0,0,0,0,0,133,0,1
Phillipp Mwene,AUT,DF,Mainz 05,Bundesliga,30,1994,29,1272,1031,234,10,2,2,85,212,12,5,1,3,954,7,39
Vitaliy Mykolenko,UKR,DF,Everton,Premier League,25,1999,34.2,1322,1060,259,13,2,3,101,246,0,0,0,0,986,3,23
Joakim Mæhle,DEN,DF,Wolfsburg,Bundesliga,27,1997,24.3,1205,1012,191,15,2,1,25,175,1,0,0,0,975,2,30
Obite N'Dicka,CIV,DF,Roma,Serie A,24,1999,38,2492,2374,115,56,0,4,0,5,0,0,0,0,2295,3,9
Konan N'dri,CIV,"FW,MF",Lecce,Serie A,23,2000,3.4,67,65,2,0,0,1,13,0,2,1,0,0,45,0,1
Loïc N'Gatta,FRA,DF,Auxerre,Ligue 1,20,2003,0.1,15,12,3,0,0,0,1,3,0,0,0,0,13,0,1
Nathan N'Goumou,CMR,FW,Gladbach,Bundesliga,24,2000,9.2,265,255,9,0,1,0,22,8,0,0,0,0,195,1,7
Djylian N'Guessan,FRA,FW,Saint-Étienne,Ligue 1,15,2008,2,53,51,1,0,0,0,0,0,0,0,0,0,44,1,1
Stanley N'Soki,FRA,DF,Hoffenheim,Bundesliga,25,1999,14.5,838,784,51,16,0,4,1,22,0,0,0,0,719,3,8
Mickael Nade,FRA,DF,Saint-Étienne,Ligue 1,25,1999,25.6,1366,1277,89,47,1,1,1,3,0,0,0,0,1229,0,8
Bilal Nadir,MAR,MF,Marseille,Ligue 1,20,2003,4.3,252,237,14,10,1,0,6,0,3,1,0,0,220,1,9
Mahamadou Nagida,CMR,DF,Rennes,Ligue 1,19,2005,4.8,226,193,33,4,0,2,29,29,0,0,0,0,174,0,8
Keito Nakamura,JPN,"FW,MF",Reims,Ligue 1,24,2000,29.4,775,743,29,6,3,10,56,10,4,1,2,0,575,3,27
Sebastian Nanasi,SWE,"MF,FW",Strasbourg,Ligue 1,22,2002,23.4,812,721,89,14,10,1,66,9,55,21,26,0,643,2,13
Yael Nandjou,FRA,DF,Nice,Ligue 1,19,2005,1.7,66,53,13,0,0,0,4,13,0,0,0,0,50,0,3
Nikolas Nartey,DEN,MF,Stuttgart,Bundesliga,24,2000,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Matija Nastasić,SRB,DF,Leganés,La Liga,31,1993,23.4,852,814,35,31,0,2,0,2,0,0,0,0,704,3,4
Natan,BRA,DF,Betis,La Liga,23,2001,24.2,1265,1197,64,48,0,11,2,11,0,0,0,0,1122,4,0
Pau Navarro,ESP,DF,Villarreal,La Liga,19,2005,10.2,577,497,78,19,0,2,2,59,0,0,0,0,517,2,2
Roberto Navarro,ESP,"MF,FW",Mallorca,La Liga,22,2002,14.2,473,451,17,5,5,0,29,5,7,2,2,0,357,5,13
Jesús Navas,ESP,"FW,MF",Sevilla,La Liga,38,1985,4.7,262,237,24,4,0,4,33,19,1,0,0,0,203,1,7
Michel Ndary Adopo,FRA,MF,Cagliari,Serie A,24,2000,26.8,979,963,10,8,2,2,8,2,0,0,0,0,813,6,14
Youssouf Ndayishimiye,BDI,DF,Nice,Ligue 1,25,1998,21.5,1316,1237,74,52,2,5,2,6,0,0,0,0,1177,5,9
Iliman Ndiaye,SEN,FW,Everton,Premier League,24,2000,27,736,709,25,5,2,2,38,5,10,4,0,2,602,2,22
Junior Ndiaye,FRA,FW,Montpellier,Ligue 1,19,2005,4.9,80,71,9,0,1,0,1,2,0,0,0,0,57,0,3
Rassoul Ndiaye,SEN,MF,Le Havre,Ligue 1,22,2001,11.8,441,414,24,11,1,2,32,1,11,9,1,0,325,3,13
Wilfred Ndidi,NGA,MF,Leicester City,Premier League,27,1996,25.8,1045,1020,22,13,4,4,30,9,0,0,0,0,839,3,26
Wilfried Ndollo,CMR,DF,Montpellier,Ligue 1,19,2005,4.5,190,154,34,2,0,0,6,32,0,0,0,0,151,2,7
Tanguy Ndombele,FRA,MF,Nice,Ligue 1,27,1996,12.6,476,457,15,14,6,0,3,0,0,0,0,0,415,4,3
Cher Ndour,ITA,"MF,DF",Fiorentina,Serie A,20,2004,4.5,227,221,4,2,0,1,7,2,0,0,0,0,184,2,5
Dan Ndoye,SUI,FW,Bologna,Serie A,23,2000,23.8,704,676,26,5,6,9,44,17,1,0,1,0,519,2,28
Paul Nebel,GER,MF,Mainz 05,Bundesliga,21,2002,26.1,1167,1115,49,9,12,4,111,22,17,4,9,1,853,3,62
Kosta Nedeljković,SRB,DF,Aston Villa,Premier League,18,2005,1.4,53,41,12,1,0,0,1,11,0,0,0,0,47,0,0
Kosta Nedeljković,SRB,DF,RB Leipzig,Bundesliga,18,2005,5.3,238,194,42,1,0,0,17,41,0,0,0,0,194,2,2
Loïc Nego,HUN,"DF,FW",Le Havre,Ligue 1,33,1991,27.3,1228,1062,160,17,1,2,75,143,0,0,0,0,922,6,28
Ivan Nekić,CRO,DF,Holstein Kiel,Bundesliga,23,2000,0.8,42,40,2,0,0,0,0,2,0,0,0,0,32,0,2
Reiss Nelson,ENG,FW,Arsenal,Premier League,24,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reiss Nelson,ENG,FW,Fulham,Premier League,24,1999,5.4,268,261,6,0,2,2,23,1,5,3,1,0,232,1,2
Victor Nelsson,DEN,DF,Roma,Serie A,25,1998,2.1,120,114,6,2,0,0,0,4,0,0,0,0,106,0,0
David Nemeth,AUT,DF,St. Pauli,Bundesliga,23,2001,23.7,1107,1040,64,36,0,3,7,1,0,0,0,0,957,3,14
David Neres,BRA,FW,Napoli,Serie A,27,1997,14.3,555,504,49,4,3,0,92,9,35,10,19,1,420,2,20
Neto,BRA,GK,Bournemouth,Premier League,35,1989,2,62,42,19,4,0,0,0,0,0,0,0,0,40,1,0
Pedro Neto,POR,FW,Chelsea,Premier League,24,2000,25.2,895,807,86,14,0,5,149,13,56,16,15,5,702,2,26
Luca Netz,GER,DF,Gladbach,Bundesliga,21,2003,10.8,528,449,78,10,0,0,16,68,0,0,0,0,428,1,12
Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,38,1986,22,924,843,80,24,1,1,0,0,0,0,0,0,795,1,1
Florian Neuhaus,GER,MF,Gladbach,Bundesliga,27,1997,4.2,233,220,11,8,0,3,9,2,0,0,0,0,194,2,3
João Neves,POR,"MF,DF",Paris S-G,Ligue 1,19,2004,20.5,1634,1538,93,35,11,17,15,48,0,0,0,0,1491,3,13
Yvan Neyou,CMR,MF,Leganés,La Liga,27,1997,25.7,1127,1097,21,20,2,9,15,1,0,0,0,0,974,9,13
Cyril Ngonge,BEL,FW,Napoli,Serie A,24,2000,2.4,87,80,7,2,0,1,11,0,5,4,0,0,68,0,1
Mikayil Ngor Faye,SEN,DF,Rennes,Ligue 1,20,2004,7.6,534,494,38,26,0,2,1,10,0,0,0,0,473,2,6
Steve Ngoura,FRA,FW,Le Havre,Ligue 1,19,2005,3.2,57,49,8,0,0,0,2,0,0,0,0,0,37,0,4
Bernard Nguene,CMR,FW,Nice,Ligue 1,17,2006,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Moussa Niakhate,SEN,DF,Lyon,Ligue 1,28,1996,30.3,1869,1748,119,44,4,6,5,34,0,0,0,0,1688,2,14
Abdoulaye Niakhate Ndiaye,SEN,DF,Brest,Ligue 1,22,2002,19,931,888,41,36,0,8,2,1,0,0,0,0,804,2,5
Ibrahima Niane,SEN,FW,Angers,Ligue 1,25,1999,10.5,190,170,18,2,1,2,2,0,0,0,0,0,130,2,4
Tanguy Nianzou,FRA,DF,Sevilla,La Liga,22,2002,5.8,314,300,14,11,0,1,0,0,0,0,0,0,285,0,0
Rasmus Nicolaisen,DEN,DF,Toulouse,Ligue 1,27,1997,6.9,385,374,11,9,1,0,0,1,0,0,0,0,339,0,3
Moritz Nicolas,GER,GK,Gladbach,Bundesliga,26,1997,18.2,794,693,101,41,0,1,0,0,0,0,0,0,669,0,1
Hans Nicolussi Caviglia,ITA,MF,Venezia,Serie A,24,2000,31.8,1411,1255,152,80,5,24,72,0,51,22,16,0,1119,4,28
Julian Niehues,GER,MF,Heidenheim,Bundesliga,23,2001,1.7,84,81,3,1,1,1,0,2,0,0,0,0,66,0,1
Oliver Nielsen,DEN,DF,Lazio,Serie A,21,2003,0.4,20,15,5,0,0,0,0,3,0,0,0,0,18,0,1
Saúl Ñíguez,ESP,MF,Sevilla,La Liga,29,1994,17.3,659,644,13,6,3,4,19,3,1,1,0,0,516,2,15
Eybi Nije,SWE,"FW,MF",Torino,Serie A,19,2005,4.4,95,89,5,0,1,1,6,5,0,0,0,0,63,1,1
Tamás Nikitscher,HUN,"MF,DF",Valladolid,La Liga,24,1999,9.5,311,305,6,6,0,1,1,0,0,0,0,0,284,0,1
Adrian Niño,ESP,FW,Atlético Madrid,La Liga,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Njinmah,GER,"FW,MF",Werder Bremen,Bundesliga,23,2000,10.6,243,234,8,0,1,1,19,6,0,0,0,0,150,1,16
Eddie Nketiah,ENG,"FW,MF",Crystal Palace,Premier League,25,1999,11.5,240,228,12,0,2,0,5,1,0,0,0,0,179,0,12
Niels Nkounkou,FRA,"DF,MF",Eint Frankfurt,Bundesliga,23,2000,4.2,235,199,34,8,1,1,23,26,0,0,0,0,162,2,10
Christopher Nkunku,FRA,FW,Chelsea,Premier League,26,1997,10.2,334,327,7,1,2,1,4,0,2,0,0,0,299,0,3
Felix Nmecha,GER,MF,Dortmund,Bundesliga,23,2000,16.8,903,889,12,12,4,9,6,0,0,0,0,0,794,2,12
Lukas Nmecha,GER,"FW,MF",Wolfsburg,Bundesliga,25,1998,5.2,119,114,5,0,2,0,6,1,0,0,0,0,76,0,9
Arnaud Nordin,FRA,FW,Montpellier,Ligue 1,26,1998,13,332,316,13,3,3,0,35,8,0,0,0,0,232,3,15
Arnaud Nordin,FRA,"DF,MF",Mainz 05,Bundesliga,26,1998,0.9,48,39,9,2,0,1,9,6,1,0,1,0,34,0,2
Brooke Norton-Cuffy,ENG,"DF,FW",Genoa,Serie A,20,2004,8,262,228,33,3,0,0,12,30,0,0,0,0,197,1,9
Tijjani Noslin,NED,"FW,MF",Lazio,Serie A,25,1999,9.6,248,232,15,0,3,3,15,2,0,0,0,0,186,1,9
Hugo Novoa,ESP,"DF,MF",Alavés,La Liga,21,2003,2.6,69,59,10,0,0,1,7,10,0,0,0,0,53,0,3
Plamedi Nsingi,,MF,Nantes,Ligue 1,23,2000,0.2,6,6,0,0,0,0,0,0,0,0,0,0,2,0,1
Randy Nteka,ANG,FW,Rayo Vallecano,La Liga,26,1997,12.5,223,209,13,0,0,0,4,0,0,0,0,0,144,1,9
Ernest Nuamah,GHA,"FW,MF",Lyon,Ligue 1,20,2003,11.7,448,432,14,1,2,1,30,5,8,4,3,0,358,2,18
Alexander Nübel,GER,GK,Stuttgart,Bundesliga,27,1996,34,1311,1097,208,86,0,2,0,0,0,0,0,0,1009,6,1
Gustavo Nunes,BRA,"FW,MF",Brentford,Premier League,18,2005,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Matheus Nunes,POR,"DF,MF",Manchester City,Premier League,25,1998,18.6,1234,1103,130,13,3,8,45,109,7,5,0,0,1065,1,24
Darwin Núñez,URU,FW,Liverpool,Premier League,25,1999,12.6,230,225,4,0,1,6,3,2,0,0,0,0,163,1,13
Unai Núñez,ESP,DF,Athletic Club,La Liga,27,1997,7.2,325,310,15,13,0,7,0,0,0,0,0,0,283,0,0
Antonio Nusa,NOR,"MF,DF",RB Leipzig,Bundesliga,19,2005,17.3,566,534,28,10,8,1,35,17,1,0,1,0,420,4,16
Ethan Nwaneri,ENG,"FW,MF",Arsenal,Premier League,17,2007,9.9,425,386,36,3,3,1,54,4,27,18,0,0,342,3,14
